player_name,team,season,h1_min,h1_FGM,h1_FGA,h1_3PM,h1_3PA,h1_FTM,h1_FTA,h1_AST,h1_STL,h1_BLK,h1_ORB,h1_DRB,h1_TO,h2_min,h2_FGM,h2_FGA,h2_3PM,h2_3PA,h2_FTM,h2_FTA,h2_AST,h2_STL,h2_BLK,h2_ORB,h2_DRB,h2_TO
AJ Brown,Ohio,2022-23,20.0,53,113,19,47,13,19,15,9,4,14,15,10,17.8,33,89,16,46,27,33,5,12,1,8,26,6
AJ Burgin,Idaho State,2022-23,20.0,11,40,6,27,1,1,8,1,4,1,13,16,19.82,10,39,6,27,13,18,6,6,0,5,21,13
AJ Burnett,,2022-23,0.58,2,4,0,0,2,3,0,0,2,0,1,1,0.0,0,0,0,0,0,0,2,0,0,1,3,3
AJ Cajuste,Stephen F. Austin,2022-23,20.0,42,96,15,36,18,24,58,28,0,6,25,32,14.68,37,96,13,35,40,49,70,17,1,13,26,29
AJ Caldwell,Chattanooga,2022-23,0.0,0,0,0,0,0,0,35,0,0,0,0,0,20.0,0,0,0,0,0,0,31,0,0,0,0,0
AJ Casey,Miami,2022-23,20.0,0,0,0,0,0,0,2,0,0,0,0,0,16.78,0,0,0,0,0,0,0,0,0,0,0,0
AJ Clark,,2022-23,2.52,2,5,2,4,1,2,1,1,1,2,6,7,0.0,2,6,1,1,1,2,2,1,0,1,1,0
AJ Clayton,Ohio,2022-23,20.0,42,91,24,63,6,8,9,5,8,26,48,17,19.65,44,107,19,66,29,31,8,6,13,29,43,16
AJ Edu,Toledo,2022-23,20.0,18,36,0,0,14,21,5,4,17,17,39,7,17.4,12,23,0,0,18,25,6,2,9,12,14,4
AJ Evans,,2022-23,7.82,3,6,1,2,0,0,0,0,0,1,0,2,0.0,3,8,0,0,0,1,4,0,0,2,2,1
AJ Ferguson,Southern Illinois,2022-23,0.0,1,2,1,2,1,2,0,2,0,0,6,2,14.72,1,2,0,1,0,0,2,0,0,1,3,1
AJ George,Long Beach State,2022-23,20.0,51,92,6,16,23,34,20,15,10,15,38,16,18.67,48,87,6,11,28,42,14,8,4,18,26,13
AJ Hoggard,Michigan State,2022-23,20.0,0,0,0,0,0,0,53,0,0,0,0,0,17.65,0,0,0,0,0,0,62,0,0,0,0,0
AJ Huddleston,Eastern Oregon,2022-23,20.0,3,7,1,1,0,0,2,1,0,0,1,5,14.67,0,3,0,0,2,2,0,0,0,0,0,1
AJ Knight,Fredonia State,2022-23,20.0,1,7,1,2,0,1,1,0,0,1,2,2,14.4,0,1,0,0,0,0,0,0,0,1,2,2
AJ Lesburt Jr.,Brown,2022-23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,1,0,1,0,0,0,0,0,0,1,0
AJ Lopez,McMurry,2022-23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,0,2,0,2,0,0,2,0,0,0,0,1
AJ McGinnis,Lipscomb,2022-23,0.0,0,0,0,0,0,0,15,0,0,0,0,0,20.0,0,0,0,0,0,0,21,0,0,0,0,0
AJ McKee,Queens University,2022-23,20.0,77,185,37,82,43,57,34,24,4,28,44,36,19.75,78,175,21,66,93,118,24,12,2,30,41,27
AJ Oliver,Detroit Mercy,2022-23,0.0,0,0,0,0,0,0,5,0,0,0,0,0,20.0,0,0,0,0,0,0,8,0,0,0,0,0
AJ Plitzuweit,South Dakota,2022-23,0.0,0,0,0,0,0,0,38,0,0,0,0,0,14.93,0,0,0,0,0,0,29,0,0,0,0,0
AJ Smith,Southern Indiana,2022-23,0.0,31,89,2,16,15,24,8,12,3,9,41,24,18.2,38,87,2,13,22,33,10,10,0,12,27,19
AJ Staton-McCray,Samford,2022-23,20.0,0,0,0,0,0,0,11,0,0,0,0,0,17.33,0,0,0,0,0,0,9,0,0,0,0,0
AJ Storr,St. John's,2022-23,20.0,52,113,21,44,16,20,14,8,4,2,32,18,14.77,39,97,14,38,18,22,9,3,0,6,18,15
AJ Weston,Dean,2022-23,20.0,1,3,0,2,1,2,0,0,0,0,0,3,18.15,5,16,4,6,5,5,1,2,0,1,1,1
AJ White,Earlham,2022-23,20.0,0,4,0,0,0,0,0,0,0,0,0,0,14.67,0,3,0,0,0,0,0,0,0,0,1,0
Aalim Jones,Centenary College (NJ),2022-23,20.0,0,0,0,0,0,0,1,0,0,0,1,5,14.62,0,0,0,0,0,0,0,0,0,0,0,0
Aamer Muhammad,Troy,2022-23,20.0,59,155,35,107,10,11,40,16,2,2,27,26,14.85,49,137,24,80,41,55,37,14,2,5,27,33
Aanen Moody,Montana,2022-23,20.0,66,145,39,84,18,21,24,9,0,7,40,20,14.63,67,154,27,81,58,67,21,13,1,4,37,19
Aaris Bonds,Antelope Valley,2022-23,20.0,1,3,1,3,1,4,0,0,0,0,2,2,14.72,1,4,0,2,0,2,1,1,0,0,2,1
Aaron Cash,UT Arlington,2022-23,20.0,42,86,24,47,10,14,8,9,8,22,35,27,19.72,43,106,15,57,8,12,9,11,5,23,47,19
Aaron Clarke,Stony Brook,2022-23,20.0,5,17,3,9,4,5,8,3,0,0,3,3,19.7,4,14,2,6,3,4,4,1,0,0,4,5
Aaron Collins,Fredonia State,2022-23,20.0,3,10,3,5,0,0,3,4,0,0,2,1,14.4,3,5,1,1,0,0,1,0,0,0,0,0
Aaron Cooley,Brown,2022-23,20.0,28,67,6,20,7,18,11,9,8,11,28,12,17.38,24,57,2,12,15,19,10,9,13,6,24,11
Aaron Daniels,College of Coastal Georgia,2022-23,20.0,0,1,0,1,0,0,0,1,0,0,0,2,14.65,1,2,0,1,0,0,0,1,0,1,1,2
Aaron Darab,Mount St. Vincent,2022-23,20.0,1,3,1,2,0,0,1,2,0,0,0,2,14.48,0,2,0,2,0,0,0,0,0,0,1,1
Aaron Deloney,Vermont,2022-23,20.0,67,140,38,79,16,23,28,10,0,5,30,15,17.38,45,107,18,56,38,52,23,8,0,5,27,11
Aaron Estrada,Hofstra,2022-23,20.0,122,254,39,107,18,21,59,27,4,9,73,50,19.77,112,231,29,73,50,63,71,18,3,6,78,42
Aaron Etherington,Indianapolis,2022-23,20.0,1,3,1,2,0,0,0,0,0,0,1,0,17.62,0,0,0,0,0,0,1,0,0,0,0,0
Aaron Gray,Niagara,2022-23,20.0,65,156,30,77,23,30,16,13,4,19,50,19,17.27,69,153,20,72,35,49,17,6,5,10,58,14
Aaron Hernandez,Life Pacific,2022-23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.97,0,3,0,3,0,0,0,0,0,1,1,0
Aaron Johnson,Little Rock,2022-23,20.0,2,6,2,3,0,0,0,1,1,0,1,1,14.72,2,2,0,0,0,0,0,0,0,0,2,1
Aaron Lemon-Warren,Delaware State,2022-23,0.0,12,28,3,10,2,3,3,2,2,6,9,9,14.95,9,18,0,5,2,4,2,2,1,4,8,3
Aaron Oates,Bridgewater College (VA),2022-23,20.0,1,1,0,0,0,0,0,0,1,0,2,2,14.63,0,2,0,1,0,0,0,0,0,0,1,1
Aaron Palmer,Piedmont,2022-23,20.0,1,3,0,1,0,0,1,0,0,0,1,4,17.5,3,5,1,1,0,0,0,0,0,1,2,1
Aaron Pitt,Southwest Assemblies of God,2022-23,20.0,1,5,1,4,0,0,2,2,0,0,2,1,14.77,2,5,0,2,0,0,0,0,1,0,2,0
Aaron Price Jr.,,2022-23,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Quinley,Boyce,2022-23,20.0,1,4,1,2,0,0,2,1,0,0,4,3,14.67,0,4,0,3,3,4,1,0,0,0,1,3
Aaron Ramos,McMurry,2022-23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,0,4,0,2,0,0,0,1,0,1,1,1
Aaron Reddish,Albany,2022-23,20.0,32,77,13,34,16,18,7,4,6,5,17,18,19.68,25,55,12,31,30,34,15,7,2,4,26,13
Aaron Scott,North Texas,2022-23,20.0,43,80,12,26,14,20,21,16,8,30,65,25,19.6,57,89,8,22,27,41,22,20,22,39,67,16
Aaron Tabarez,Cal State Northridge,2022-23,20.0,1,2,0,0,4,5,1,1,0,1,1,3,14.4,1,3,0,0,0,0,0,0,0,0,0,0
Aaron Udell,Brewton-Parker,2022-23,20.0,1,1,0,0,0,0,0,0,0,0,1,1,14.57,1,2,1,2,0,0,0,0,0,0,0,0
Aaron Von Bruck,Bushnell University,2022-23,20.0,1,1,1,1,0,0,1,0,0,0,0,0,14.37,0,0,0,0,0,0,0,0,0,0,1,1
Aaryn Anderson,Ecclesia College,2022-23,20.0,0,2,0,0,1,3,2,0,0,0,1,3,14.87,1,2,0,0,0,0,0,0,0,0,1,1
Aashay Verma,William Jessup,2022-23,0.0,0,0,0,0,0,0,0,0,0,0,1,0,14.97,2,4,0,1,1,2,1,0,0,0,1,0
Aason Cross,Ozark Christian,2022-23,20.0,2,4,1,3,0,0,1,0,0,0,2,1,14.62,1,3,0,1,0,2,1,0,0,1,0,1
Abayomi Iyiola,Kansas State,2022-23,20.0,21,37,0,1,14,18,7,8,6,16,34,19,14.67,15,28,0,0,16,21,3,2,5,11,22,6
Abdou Samb,Rhode Island,2022-23,20.0,26,53,0,0,7,9,9,4,8,24,27,10,19.68,17,40,0,0,14,19,5,2,5,14,13,14
Abdou Tsimbila,Fordham,2022-23,20.0,37,84,0,1,16,24,4,7,34,45,60,28,18.57,26,57,0,0,26,36,4,7,27,34,64,12
Abdoul Karim Coulibaly,UMass Lowell,2022-23,20.0,78,144,0,3,22,36,15,14,13,49,94,33,14.77,71,112,0,1,38,55,8,15,16,47,50,23
Abdoulaye Thiam,High Point,2022-23,20.0,69,178,33,99,25,31,23,18,2,15,45,36,14.72,71,157,37,96,44,61,19,6,2,17,49,33
Abdul Abdullah,Westcliff,2022-23,20.0,2,4,0,0,0,2,1,1,2,1,6,4,14.53,1,3,0,0,0,1,1,0,0,0,2,0
Abdul Momoh,Central Connecticut,2022-23,0.0,21,53,0,0,6,10,7,4,20,24,34,11,14.78,31,53,0,0,22,35,8,5,17,19,28,9
Abdul Wurie,Oakland City,2022-23,0.0,0,0,0,0,0,0,0,0,0,0,1,0,14.65,1,3,0,0,0,0,0,0,0,0,0,1
Abdulh Diaby,William Woods,2022-23,0.0,0,0,0,0,0,0,0,0,0,1,2,0,14.8,2,2,0,0,0,0,0,0,0,0,2,1
Abdullah Roberts,,2022-23,7.4,1,7,0,3,0,0,1,0,1,0,1,0,0.0,1,4,0,1,0,2,0,0,0,1,0,1
Abe Countryman,US Coast Guard,2022-23,20.0,0,1,0,0,0,0,0,0,0,0,1,0,14.45,1,2,0,1,0,0,0,1,1,0,2,0
Abe Johnson,Army,2022-23,20.0,28,53,0,0,4,17,7,2,6,31,47,9,14.58,17,23,0,0,7,20,4,5,14,15,35,5
Abilene Christian,,2022-23,0.0,0,0,0,0,0,0,0,0,0,28,25,4,0.0,0,0,0,0,0,0,0,0,0,32,17,3
Abou Ousmane,North Texas,2022-23,20.0,72,158,0,2,35,47,22,19,20,38,51,24,19.6,62,119,0,0,41,61,14,9,25,45,64,26
Aboubacar Traore,Long Beach State,2022-23,20.0,58,97,1,5,20,29,57,21,9,34,69,36,18.67,58,109,1,4,40,64,51,17,11,52,94,39
Abraham Cook,Wartburg,2022-23,20.0,0,1,0,1,0,0,0,0,0,1,0,1,14.63,1,2,0,0,0,0,0,0,0,0,0,1
Abramo Canka,UCLA,2022-23,0.0,5,8,1,2,2,2,2,1,1,4,2,2,14.97,3,7,1,2,0,0,1,1,0,1,1,1
Abriel Thuc,Walla Walla University,2022-23,20.0,0,1,0,0,0,0,1,0,0,1,2,1,14.63,0,0,0,0,0,0,0,0,0,0,1,0
Academy of Art University,,2022-23,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0
Achile Spadone,Davidson,2022-23,20.0,5,13,4,10,0,0,1,2,0,1,11,1,16.87,1,3,0,0,0,0,1,1,0,2,4,0
Achor Achor,Samford,2022-23,20.0,35,70,2,8,12,23,6,6,5,20,33,12,14.4,29,41,2,4,22,28,8,6,15,17,21,14
Adam Afifi,Cal State Northridge,2022-23,20.0,6,13,0,5,0,2,1,0,1,4,9,6,14.4,5,10,1,2,1,2,0,0,0,2,2,1
Adam Bulwa,,2022-23,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Burgert,St. Ambrose,2022-23,0.0,1,3,1,2,0,0,0,2,0,0,0,0,14.97,1,2,1,2,0,0,0,0,0,0,1,1
Adam Cisse,Manhattan,2022-23,20.0,16,33,1,2,15,23,4,4,9,17,30,7,17.42,12,24,0,3,14,23,7,13,6,17,30,6
Adam Flagler,Baylor,2022-23,20.0,85,191,44,101,23,28,73,20,0,5,30,30,14.78,74,189,32,92,57,73,68,18,2,5,34,22
Adam Graham,Milligan,2022-23,20.0,2,4,2,3,2,2,0,0,0,1,2,1,14.77,0,0,0,0,2,2,0,0,0,1,2,1
Adam Hamilton,Lamar,2022-23,20.0,16,27,0,0,0,1,5,4,2,8,17,10,19.27,28,42,1,1,4,7,1,3,4,13,13,7
Adam Hess,NJIT,2022-23,20.0,51,116,31,71,10,12,7,7,3,4,26,11,17.47,46,100,26,59,21,25,14,11,2,4,24,18
Adam Kanafani,St. Thomas (TX),2022-23,20.0,2,12,1,6,0,0,0,0,1,3,6,0,19.75,1,4,0,2,0,0,0,0,0,0,0,2
Adam Kunkel,Xavier,2022-23,20.0,76,166,39,92,8,11,52,24,2,3,38,31,14.77,63,134,29,68,26,28,48,14,3,3,52,27
Adam Larson,Southeast Missouri State,2022-23,0.0,28,76,21,64,3,6,3,1,7,4,24,4,20.0,28,51,17,36,12,15,1,3,4,4,20,4
Adam Miller,LSU,2022-23,20.0,55,173,38,120,31,35,32,13,3,3,36,29,19.85,62,175,37,117,37,47,22,12,3,6,29,39
Adam Orr,Eastern Oregon,2022-23,0.0,1,4,1,4,0,0,0,0,0,0,0,0,14.8,1,6,0,4,0,0,0,0,0,0,1,2
Adam Seiko,San Diego State,2022-23,20.0,39,82,29,65,2,3,14,6,1,2,21,8,14.47,24,51,20,41,23,29,13,4,0,5,17,14
Adam Silas,Wofford,2022-23,20.0,14,43,3,20,6,8,21,11,1,1,22,21,17.78,14,34,4,14,7,7,17,6,1,1,7,18
Adam Tsang Hinton,Cornell,2022-23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.78,3,3,3,3,0,0,0,0,0,0,0,1
Adam Vasquez,Life Pacific,2022-23,20.0,8,13,4,7,1,1,1,1,0,0,1,3,14.52,1,5,1,3,0,2,2,0,0,0,0,1
Adam Walden,Manhattan,2022-23,20.0,0,8,0,0,0,0,0,1,3,4,5,2,17.42,1,1,0,0,0,0,1,0,0,0,2,1
Adama Bal,Arizona,2022-23,20.0,8,23,6,15,1,3,6,4,0,3,11,7,14.63,9,20,5,16,8,11,3,3,1,1,6,5
Adama Sanogo,UConn,2022-23,20.0,142,241,12,29,45,59,20,16,18,47,113,33,14.53,125,197,6,18,45,55,27,11,12,51,75,39
Adante' Holiman,UT Rio Grande Valley,2022-23,20.0,28,68,16,41,17,21,38,3,1,2,11,23,14.67,24,48,10,19,18,26,28,8,2,5,7,27
Adarion Hudson,Tennessee Southern,2022-23,20.0,4,8,1,3,0,1,6,4,0,0,3,2,19.8,6,13,2,4,7,8,6,0,0,1,3,1
Ade Adebayo,UC Davis,2022-23,20.0,22,41,0,0,9,16,8,6,6,26,35,14,19.78,25,35,0,1,11,19,9,13,9,19,32,10
Adedola Adeniyi,Morehouse College,2022-23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.88,0,2,0,0,3,4,1,0,0,4,3,2
Adefolalrin Adetogun,Maine,2022-23,20.0,2,7,1,4,0,0,0,1,0,1,3,0,19.43,3,7,1,3,0,0,4,0,0,1,5,1
Adefolarin Adetogun,Maine,2022-23,20.0,8,16,2,6,1,2,5,5,0,3,10,2,14.43,1,6,0,2,6,6,2,1,1,4,9,2
Adel Mellak,Ouachita Baptist,2022-23,20.0,0,1,0,0,0,0,1,0,1,1,2,1,19.77,0,0,0,0,0,0,0,0,0,0,0,0
Adem Bona,UCLA,2022-23,20.0,53,81,0,0,10,26,13,12,15,31,43,23,15.08,46,64,0,0,34,51,9,5,39,39,52,15
Ademide Badmus,Gardner-Webb,2022-23,20.0,20,31,0,0,4,9,8,4,3,17,19,15,20.0,8,17,0,0,3,12,2,1,5,9,19,7
Aden Brown,Northwestern Ohio,2022-23,20.0,1,1,1,1,0,0,0,0,0,0,0,0,14.65,0,0,0,0,0,0,0,0,0,0,1,0
Aden Nolet,Occidental,2022-23,20.0,0,1,0,0,0,0,0,0,0,0,1,1,14.32,0,1,0,1,0,0,0,0,0,0,0,0
Adesoji Tiamiyu,Fredonia State,2022-23,0.0,0,0,0,0,0,0,0,1,0,0,0,0,14.77,1,2,0,0,0,0,0,0,2,1,2,1
Adetokunbo Bakare,Rider,2022-23,0.0,4,10,4,7,0,2,1,0,0,0,4,3,14.93,11,25,8,15,3,7,3,1,0,2,8,1
Adnan Hussein,Edward Waters,2022-23,20.0,1,6,0,3,0,0,1,0,0,0,1,3,14.45,2,4,2,4,0,0,0,0,0,0,1,0
Adofo Thomas,Westcliff,2022-23,20.0,2,5,0,0,0,0,1,1,0,0,0,3,14.53,0,1,0,0,4,6,1,0,0,0,1,0
Adokiye Iyaye,Southern Nazarene,2022-23,20.0,1,4,0,2,1,2,0,0,0,1,0,1,19.6,0,0,0,0,2,2,1,0,0,0,0,1
Adong Makuoi,Tennessee State,2022-23,20.0,54,90,0,0,19,34,6,6,14,29,49,23,19.68,54,89,0,0,31,58,6,10,17,37,48,17
Adonis King,Warren Wilson,2022-23,20.0,4,15,1,6,3,4,0,2,0,2,4,4,14.72,6,10,0,2,0,0,0,1,1,4,0,1
Adou Thiero,Kentucky,2022-23,20.0,6,20,1,5,9,14,2,8,3,13,7,10,14.73,4,8,2,3,9,12,4,1,1,3,8,3
Adrame Diongue,Washington State,2022-23,20.0,6,10,0,1,4,8,1,3,5,12,13,6,19.5,3,8,0,0,4,7,3,3,6,5,7,6
Adrian Baldwin Jr,VCU,2022-23,20.0,0,0,0,0,0,0,74,0,0,0,0,0,17.42,0,0,0,0,0,0,72,0,0,0,0,0
Adrian Baldwin Jr.,VCU,2022-23,20.0,70,149,22,57,40,49,6,38,2,8,34,37,17.42,54,143,15,51,52,67,12,29,2,10,33,42
Adrian Hernandez,Bethesda University,2022-23,20.0,4,10,1,6,0,0,1,0,0,0,2,1,14.73,1,9,1,8,0,0,3,3,0,1,0,4
Adrian Kopec,John Jay College of Criminal Justice,2022-23,20.0,3,6,2,5,3,5,0,0,0,0,0,0,14.68,0,1,0,0,0,0,0,1,0,0,0,0
Adrian Lee,East-West University,2022-23,20.0,0,1,0,1,0,0,0,0,2,0,0,0,14.7,2,4,0,1,0,0,0,0,1,0,0,0
Adrian Nelson,Youngstown State,2022-23,20.0,91,177,19,50,24,31,9,23,13,39,108,23,17.82,83,164,11,34,37,50,24,25,7,50,105,12
Adrian Price,Colorado College,2022-23,20.0,1,1,0,0,0,0,0,0,1,0,0,1,14.7,0,2,0,0,0,0,0,0,1,1,0,1
Adrian Torres,New England,2022-23,20.0,1,2,0,0,0,0,0,0,0,0,2,1,14.78,1,2,0,1,0,0,0,0,1,0,0,0
Aguek Arop,San Diego State,2022-23,20.0,36,63,0,2,8,11,16,9,12,24,30,16,14.47,32,51,1,2,11,18,12,13,7,18,27,12
Ahamad Bynum,DePaul,2022-23,20.0,8,29,3,15,2,3,2,2,0,0,10,5,19.5,5,19,2,12,6,10,4,0,0,1,4,4
Ahamadou Fofana,Maryland-Eastern Shore,2022-23,20.0,27,63,10,22,4,9,28,17,0,1,23,27,17.57,20,60,6,16,14,17,24,13,0,3,16,25
Ahjany Lee,St. Thomas - Minnesota,2022-23,20.0,30,56,1,2,17,19,5,2,8,22,42,19,19.58,26,61,0,1,24,30,10,5,15,24,48,8
Ahmad Hamilton,North Carolina A&T,2022-23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.85,0,0,0,0,0,0,1,0,0,0,0,0
Ahmad Johnson,Kennesaw State,2022-23,0.0,0,0,0,0,0,0,0,0,0,0,1,0,14.9,0,2,0,1,0,0,1,1,0,1,1,0
Ahmad Rand,Milwaukee,2022-23,20.0,49,88,3,14,12,18,10,9,27,36,45,14,14.78,63,93,1,5,25,39,8,13,41,28,47,15
Ahman Ellington,St. Thomas (FL),2022-23,0.0,0,0,0,0,0,0,0,1,0,0,0,0,15.17,1,3,0,0,0,0,1,0,0,0,0,0
Ahmard Harvey,High Point,2022-23,20.0,31,57,2,9,7,13,19,7,17,46,65,27,14.72,24,44,1,3,10,23,17,10,18,40,66,19
Ahmed Essahaty,Long Island University,2022-23,20.0,10,26,1,5,0,1,10,3,0,0,6,10,17.57,7,13,1,2,2,2,5,1,1,0,4,7
Ahmet Jonovic,Bradley,2022-23,20.0,0,1,0,0,0,0,0,0,0,0,0,2,17.63,0,0,0,0,0,0,0,0,0,0,0,0
Ahmil Flowers,High Point,2022-23,20.0,0,3,0,1,1,2,1,1,0,1,1,4,19.85,1,2,0,1,0,0,1,0,0,1,0,0
Ahmir Langlais,South Carolina Upstate,2022-23,20.0,30,51,0,0,16,25,4,4,9,20,46,14,14.8,45,64,0,0,13,27,5,2,12,18,36,17
Ahmoni Jones,Wabash College,2022-23,20.0,2,4,2,2,0,0,0,0,1,1,1,3,14.62,1,1,1,1,0,0,0,0,0,0,0,1
Ahren Freeman,UT Rio Grande Valley,2022-23,20.0,53,91,0,2,23,37,10,4,5,27,59,24,14.67,40,56,0,3,19,34,16,8,1,16,51,23
Ahron Ulis,Iowa,2022-23,20.0,34,88,12,31,9,14,36,12,2,4,27,17,14.58,34,84,10,33,20,27,26,5,2,2,17,17
Ahsan Asadullah,Lipscomb,2022-23,20.0,57,119,1,8,8,20,63,11,15,22,81,44,19.63,44,97,0,3,6,16,40,10,10,20,60,37
Aidan Breathwaite,VA Wesleyan,2022-23,20.0,0,2,0,1,0,0,1,0,0,0,0,1,19.32,1,1,0,0,0,0,0,0,0,0,0,0
Aidan Carpenter,Sacred Heart,2022-23,20.0,17,31,3,13,2,2,5,3,1,0,1,2,19.75,3,12,2,5,0,0,4,2,0,0,5,5
Aidan Derry,Knox,2022-23,20.0,1,2,0,0,0,0,0,0,0,1,3,1,14.65,1,2,0,0,0,0,0,0,0,0,2,0
Aidan Gardiner,Montevallo,2022-23,20.0,1,2,0,0,0,0,1,0,0,0,1,1,14.85,0,0,0,0,0,0,0,0,0,0,0,0
Aidan Hadaway,Ohio,2022-23,20.0,7,18,1,7,1,4,1,2,0,4,7,7,19.65,8,16,1,5,5,8,1,0,2,3,8,1
Aidan Hickey,Franciscan University,2022-23,0.0,0,0,0,0,0,0,0,0,0,0,0,1,14.95,1,3,0,2,2,2,0,0,0,0,1,0
Aidan Igiehon,Grand Canyon,2022-23,20.0,13,28,0,0,13,18,5,2,6,16,28,14,14.72,13,24,0,1,5,9,1,1,4,10,27,7
Aidan Judsen,Alma College,2022-23,0.0,0,0,0,0,0,0,0,0,0,0,3,1,14.75,1,1,0,0,0,0,0,0,0,0,0,0
Aidan Kehoe,Navy,2022-23,0.0,2,2,0,0,0,0,2,1,2,2,5,3,14.45,3,5,0,0,0,0,1,0,1,1,2,3
Aidan Kuhl,North Alabama,2022-23,20.0,4,14,3,9,3,4,0,1,0,1,6,3,14.72,6,13,2,5,1,4,1,3,0,0,6,3
Aidan Lopez,NVU-Lyndon,2022-23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.68,3,4,2,2,0,0,0,0,0,0,0,1
Aidan Mahaney,Saint Mary's,2022-23,20.0,80,193,33,75,6,13,21,9,2,3,36,28,19.83,92,200,36,90,43,56,42,19,0,4,25,21
Aidan McGee,Union,2022-23,20.0,2,3,0,0,0,0,1,0,1,0,3,1,19.77,1,3,0,0,0,0,1,1,0,0,2,0
Aidan Noyes,Richmond,2022-23,20.0,2,4,1,3,2,2,0,0,0,1,1,0,17.15,1,2,0,0,0,0,0,1,0,0,1,0
Aidan Prukop,Cal Poly,2022-23,20.0,8,29,2,12,1,2,10,1,0,2,7,5,14.73,8,19,2,10,3,3,3,2,0,0,6,4
Aidan Shaw,Missouri,2022-23,20.0,21,37,6,14,2,4,3,6,6,13,18,5,19.78,9,16,0,5,5,8,0,1,3,6,14,3
Aidan Shore,Wisconsin-Stout,2022-23,20.0,4,6,0,0,1,2,0,0,1,1,2,0,14.88,1,6,0,0,0,0,0,0,0,0,2,2
Aidan Turner,Miami-Hamilton,2022-23,20.0,2,7,0,0,0,0,1,1,0,2,1,1,16.4,1,6,0,1,0,0,1,0,0,0,2,0
Aiden Parra,McMurry,2022-23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,0,0,0,0,2,2,0,0,0,1,0,0
