SEASON,combine_player_id,combine_first_name,combine_last_name,combine_player_name,combine_position,combine_hgt_no_shoes,HEIGHT_WO_SHOES_FT_IN,combine_hgt,HEIGHT_W_SHOES_FT_IN,combine_wgt,combine_wngspn,WINGSPAN_FT_IN,combine_stndrch,STANDING_REACH_FT_IN,combine_bf,combine_handl,combine_handw,combine_stndvert,combine_lpvert,combine_lane,combine_mod_lane,combine_sprint,combine_bench,draft_year,SPOT_FIFTEEN_CORNER_LEFT,SPOT_FIFTEEN_BREAK_LEFT,SPOT_FIFTEEN_TOP_KEY,SPOT_FIFTEEN_BREAK_RIGHT,SPOT_FIFTEEN_CORNER_RIGHT,SPOT_COLLEGE_CORNER_LEFT,SPOT_COLLEGE_BREAK_LEFT,SPOT_COLLEGE_TOP_KEY,SPOT_COLLEGE_BREAK_RIGHT,SPOT_COLLEGE_CORNER_RIGHT,SPOT_NBA_CORNER_LEFT,SPOT_NBA_BREAK_LEFT,SPOT_NBA_TOP_KEY,SPOT_NBA_BREAK_RIGHT,SPOT_NBA_CORNER_RIGHT,OFF_DRIB_FIFTEEN_BREAK_LEFT,OFF_DRIB_FIFTEEN_TOP_KEY,OFF_DRIB_FIFTEEN_BREAK_RIGHT,OFF_DRIB_COLLEGE_BREAK_LEFT,OFF_DRIB_COLLEGE_TOP_KEY,OFF_DRIB_COLLEGE_BREAK_RIGHT,ON_MOVE_FIFTEEN,ON_MOVE_COLLEGE,combine_wingspan_delta,combine_reach_ratio
2020,1630222,Mason,Jones,Mason Jones,SG,75.75,6'3.75'',77.7,6'5.75'',207.2,79.0,6'7.00'',102.5,8'6.50'',8.9,8.75,8.5,24.0,31.0,10.6,2.49,3.33,,2020,,,,,,,,,,,,,,,,,,,,,,,,3.25,1.3531
2020,1630233,Nathan,Knight,Nathan Knight,PF-C,80.0,6'8.00'',81.7,6'9.75'',235,86.0,7'2.00'',109.5,9'1.50'',8.2,9.0,9.5,23.0,31.5,11.56,2.96,3.31,,2020,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.3688
2020,1630177,Theo,Maledon,Theo Maledon,PG,76.0,6'4.00'',77.0,6'5.00'',187.4,80.75,6'8.75'',100.5,8'4.50'',2.8,8.5,10.0,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,4.75,1.3224
2020,1630211,Karim,Mane,Karim Mane,PG-SG,77.0,6'5.00'',78.0,6'6.00'',196,83.0,6'11.00'',102.0,8'6.00'',3.73,8.5,9.75,31.0,36.0,11.52,2.64,3.04,,2020,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.3247
2020,1630230,Naji,Marshall,Naji Marshall,SF,77.75,6'5.75'',79.0,6'7.00'',233.5,84.75,7'0.75'',102.5,8'6.50'',8.7,9.25,10.5,28.5,35.0,11.77,2.9,3.37,,2020,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.3183
2020,1630231,Kenyon,Martin Jr.,Kenyon Martin Jr.,SF-PF,78.0,6'6.00'',79.0,6'7.00'',213.2,79.25,6'7.25'',102.0,8'6.00'',5.9,8.5,8.75,31.5,38.5,11.93,2.58,3.16,,2020,,,,,,,,,,,,,,,,,,,,,,,,1.25,1.3077
2020,1630219,Skylar,Mays,Skylar Mays,SG,75.0,6'3.00'',76.0,6'4.00'',204,78.0,6'6.00'',99.0,8'3.00'',7.4,8.0,9.75,29.0,37.5,10.65,2.4,3.3,,2020,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.32
2020,1630192,Zeke,Nnaji,Zeke Nnaji,PF-C,81.25,6'9.25'',82.5,6'10.50'',246.8,86.0,7'2.00'',105.5,8'9.50'',5.9,9.0,10.5,33.0,38.0,10.94,2.72,3.2,,2020,,,,,,,,,,,,,,,,,,,,,,,,4.75,1.2985
2020,1629670,Jordan,Nwora,Jordan Nwora,SF-PF,77.75,6'5.75'',79.0,6'7.00'',223,82.25,6'10.25'',104.0,8'8.00'',11.68,8.5,9.25,29.0,35.0,11.29,2.66,3.43,,2020,,,,,,,,,,,,,,,,,,,,,,,,4.5,1.3376
2020,1629617,Reggie,Perry,Reggie Perry,PF-C,80.25,6'8.25'',81.2,6'9.25'',249.6,84.25,7'0.25'',106.5,8'10.50'',8.4,9.25,11.0,30.0,33.5,11.26,2.57,3.25,,2020,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.3271
2020,1629619,Myles,Powell,Myles Powell,PG-SG,72.5,6'0.50'',73.5,6'1.50'',194,79.0,6'7.00'',99.0,8'3.00'',15.8,8.0,9.0,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,6.5,1.3655
2020,1630193,Immanuel,Quickley,Immanuel Quickley,SG,74.0,6'2.00'',75.0,6'3.00'',185.8,80.25,6'8.25'',99.0,8'3.00'',8.2,8.0,8.75,29.5,35.5,11.21,2.46,3.17,,2020,,,,,,,,,,,,,,,,,,,,,,,,6.25,1.3378
2020,1630186,Jahmi'us,Ramsey,Jahmi'us Ramsey,SG,74.5,6'2.50'',75.7,6'3.75'',193.4,78.0,6'6.00'',100.5,8'4.50'',3.4,8.75,9.75,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,3.5,1.349
2020,1630194,Paul,Reed Jr.,Paul Reed Jr.,PF,80.5,6'8.50'',81.2,6'9.25'',219.2,86.0,7'2.00'',109.5,9'1.50'',6.83,9.0,8.75,26.5,37.5,12.29,2.67,3.45,,2020,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.3602
2020,1630208,Nick,Richards,Nick Richards,C,82.5,6'10.50'',83.5,6'11.50'',241.6,86.25,7'2.25'',110.0,9'2.00'',8.5,9.0,9.0,30.0,34.0,11.42,2.92,3.25,,2020,,,,,,,,,,,,,,,,,,,,,,,,3.75,1.3333
2020,1630203,Grant,Riller,Grant Riller,PG-SG,72.25,6'0.25'',73.0,6'1.00'',178.4,77.25,6'5.25'',96.5,8'0.50'',5.4,8.0,8.5,32.5,39.5,11.17,2.45,3.07,,2020,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.3356
2020,1630206,Jayden,Scrubb,Jayden Scrubb,SG-SF,77.0,6'5.00'',78.2,6'6.25'',185.2,81.5,6'9.50'',104.5,8'8.50'',3.7,8.25,9.75,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,4.5,1.3571
2020,1630188,Jalen,Smith,Jalen Smith,PF-C,81.25,6'9.25'',82.2,6'10.25'',224.6,86.25,7'2.25'',110.0,9'2.00'',3.7,9.25,9.25,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.3538
2020,1630199,Cassius,Stanley,Cassius Stanley,SG,77.0,6'5.00'',78.2,6'6.25'',201.6,79.0,6'7.00'',99.5,8'3.50'',5.8,8.25,9.0,34.5,44.0,11.4,2.43,3.09,,2020,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.2922
2020,1630205,Lamar,Stevens,Lamar Stevens,SF-PF,77.75,6'5.75'',78.7,6'6.75'',228,81.0,6'9.00'',101.0,8'5.00'',6.8,8.5,9.75,35.0,41.0,10.35,2.54,3.2,,2020,,,,,,,,,,,,,,,,,,,,,,,,3.25,1.299
2020,1630191,Isaiah,Stewart,Isaiah Stewart,C,79.25,6'7.25'',80.5,6'8.50'',243,88.75,7'4.75'',108.5,9'0.50'',7.5,9.0,10.5,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,9.5,1.3691
2020,1630179,Tyrell,Terry,Tyrell Terry,PG,73.5,6'1.50'',75.0,6'3.00'',170,73.75,6'1.75'',96.0,8'0.00'',7.6,7.5,8.25,30.0,34.0,10.78,2.59,3.28,,2020,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.3061
2020,1629681,Killian,Tillie,Killian Tillie,PF,80.75,6'8.75'',82.0,6'10.00'',221.6,80.0,6'8.00'',106.0,8'10.00'',12.43,8.25,9.25,27.5,32.0,11.6,2.62,3.4,,2020,,,,,,,,,,,,,,,,,,,,,,,,-0.75,1.3127
2020,1630214,Xavier,Tillman Sr.,Xavier Tillman Sr.,PF-C,79.5,6'7.50'',80.5,6'8.50'',266.5,86.0,7'2.00'',106.0,8'10.00'',8.5,10.25,11.0,26.0,32.5,11.8,3.01,3.49,,2020,,,,,,,,,,,,,,,,,,,,,,,,6.5,1.3333
2020,1629700,Kaleb,Wesson,Kaleb Wesson,C,81.25,6'9.25'',82.2,6'10.25'',252.6,87.5,7'3.50'',111.5,9'3.50'',12.5,9.0,10.75,21.5,27.0,11.73,2.64,3.6,,2020,,,,,,,,,,,,,,,,,,,,,,,,6.25,1.3723
2020,1630232,Kahlil,Whitney,Kahlil Whitney,SF,77.5,6'5.50'',79.0,6'7.00'',205,84.25,7'0.25'',105.5,8'9.50'',5.3,9.25,10.25,29.0,39.0,11.17,2.61,3.28,,2020,,,,,,,,,,,,,,,,,,,,,,,,6.75,1.3613
2020,1630216,Cassius,Winston,Cassius Winston,PG,72.5,6'0.50'',73.5,6'1.50'',196,78.0,6'6.00'',97.0,8'1.00'',9.0,8.75,8.25,24.0,28.0,11.15,2.74,3.61,,2020,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.3379
2020,1630218,Robert,Woodard II,Robert Woodard II,SF,77.5,6'5.50'',79.0,6'7.00'',230.2,86.0,7'2.00'',105.5,8'9.50'',4.5,9.0,10.75,32.0,38.0,11.1,2.49,3.18,,2020,,,,,,,,,,,,,,,,,,,,,,,,8.5,1.3613
2022,1630534,Ochai,Agbaji,Ochai Agbaji,SG,76.5,6' 4.50'',77.75,6' 5.75'',216.80,82.25,6' 10.25'',104.0,8' 8.00'',5.4,8.75,9.5,32.0,39.0,10.77,3.11,3.13,,2022,,,,,,,,,,,,,,,,,,,,,,,,5.75,1.3595
2022,1631116,Patrick,Baldwin Jr.,Patrick Baldwin Jr.,SF,81.25,6' 9.25'',82.25,6' 10.25'',230.80,85.75,7' 1.75'',110.5,9' 2.50'',8.9,8.75,9.5,23.5,26.5,12.25,3.3,3.45,,2022,,,,,,15-25,,,,,,,,,,,,,18-30,,,,12-25,4.5,1.36
2022,1631094,Paolo,Banchero,Paolo Banchero,PF,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1631230,Dominick,Barlow,Dominick Barlow,PF,80.75,6' 8.75'',81.75,6' 9.75'',221.00,87.0,7' 3.00'',108.5,9' 0.50'',5.9,9.0,10.5,28.5,34.0,11.29,3.19,3.33,,2022,,,,,,14-25,,,,,,,,,,,,,18-30,,,,9-25,6.25,1.3437
2022,1630699,MarJon,Beauchamp,MarJon Beauchamp,SG,77.25,6' 5.25'',78.5,6' 6.50'',196.60,84.75,7' 0.75'',106.0,8' 10.00'',5.3,9.0,9.0,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,7.5,1.3722
2022,1630656,Hugo,Besson,Hugo Besson,SG,76.5,6' 4.50'',77.75,6' 5.75'',180.40,77.5,6' 5.50'',102.0,8' 6.00'',8.8,7.5,8.5,24.5,31.5,11.36,3.25,3.4,,2022,,,,,,20-25,,,,,,,,,,,,,22-30,,,,14-25,1.0,1.3333
2022,1631103,Malaki,Branham,Malaki Branham,SG,76.0,6' 4.00'',77.5,6' 5.50'',194.80,82.0,6' 10.00'',102.5,8' 6.50'',6.1,8.5,9.75,29.0,35.0,11.38,3.09,3.17,,2022,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.3487
2022,1631128,Christian,Braun,Christian Braun,SG,77.5,6' 5.50'',79.0,6' 7.00'',209.20,78.5,6' 6.50'',99.5,8' 3.50'',6.2,8.0,8.5,33.5,40.0,11.0,3.13,3.16,,2022,,,,,,12-25,,,,,,,,,,,,,14-30,,,,12-25,1.0,1.2839
2022,1631112,Kendall,Brown,Kendall Brown,SF,78.25,6' 6.25'',79.5,6' 7.50'',201.20,83.0,6' 11.00'',103.0,8' 7.00'',4.9,9.0,9.0,31.5,41.0,11.57,3.05,3.29,,2022,,,,,,8-25,,,,,,,,,,,,,15-30,,,,18-25,4.75,1.3163
2022,1631219,John,Butler Jr.,John Butler Jr.,PF,83.75,6' 11.75'',84.75,7' 0.75'',174.40,86.25,7' 2.25'',112.0,9' 4.00'',4.7,8.5,8.75,26.5,28.5,11.16,3.04,3.33,,2022,,,,,,15-25,,,,,,,,,,,,,15-30,,,,15-25,2.5,1.3373
2022,1630577,Julian,Champagnie,Julian Champagnie,SF,78.25,6' 6.25'',79.75,6' 7.75'',212.40,82.0,6' 10.00'',107.0,8' 11.00'',7.1,8.75,9.25,28.5,34.5,11.39,3.04,3.14,,2022,,,,,,19-25,,,,,,,,,,,,,17-30,,,,16-25,3.75,1.3674
2022,1631113,Kennedy,Chandler,Kennedy Chandler,PG,71.5,5' 11.50'',72.5,6' 0.50'',172.20,77.25,6' 5.25'',97.0,8' 1.00'',4.4,8.5,9.5,31.0,41.5,10.73,2.89,,,2022,,,,,,,,,,,,,,,,,,,,,,,,5.75,1.3566
2022,1631108,Max,Christie,Max Christie,SG,76.25,6' 4.25'',77.75,6' 5.75'',189.20,80.75,6' 8.75'',102.5,8' 6.50'',4.8,8.0,8.5,32.0,37.5,10.82,3.02,3.07,,2022,,,,,,16-25,,,,,,,,,,,,,18-30,,,,13-25,4.5,1.3443
2022,1630594,Kofi,Cockburn,Kofi Cockburn,C,83.0,6' 11.00'',84.0,7' 0.00'',293.00,88.25,7' 4.25'',110.5,9' 2.50'',8.2,9.75,10.25,29.5,32.5,12.11,3.31,3.33,,2022,,,,,,7-25,,,,,,,,,,,,,14-30,,,,,5.25,1.3313
2022,1630700,Dyson,Daniels,Dyson Daniels,SG,78.0,6' 6.00'',79.5,6' 7.50'',195.20,82.5,6' 10.50'',105.0,8' 9.00'',4.9,8.5,9.75,29.0,34.0,10.81,2.81,3.22,,2022,,,,,,,,,,,,,,,,,,,,,,,,4.5,1.3462
2022,1631098,Johnny,Davis,Johnny Davis,PG,76.25,6' 4.25'',77.75,6' 5.75'',196.40,80.5,6' 8.50'',103.5,8' 7.50'',6.7,8.5,10.25,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,4.25,1.3574
2022,1631120,JD,Davison,JD Davison,PG,72.5,6' 0.50'',74.5,6' 2.50'',191.80,78.5,6' 6.50'',99.5,8' 3.50'',7.8,8.5,9.5,30.0,37.0,11.38,3.23,3.26,,2022,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.3724
2022,1630620,Darius,Days,Darius Days,SF-PF,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1631217,Moussa,Diabate,Moussa Diabate,C,81.25,6' 9.25'',82.25,6' 10.25'',216.60,86.5,7' 2.50'',109.5,9' 1.50'',2.7,8.5,10.5,29.0,36.5,11.16,2.9,3.26,,2022,,,,,,11-25,,,,,,,,,,,,,19-30,,,,,5.25,1.3477
2022,1631172,Ousmane,Dieng,Ousmane Dieng,SF,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1631215,Khalifa,Diop,Khalifa Diop,C,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1631105,Jalen,Duren,Jalen Duren,C,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1631106,Tari,Eason,Tari Eason,PF,78.75,6' 6.75'',80.0,6' 8.00'',217.40,86.0,7' 2.00'',107.5,8' 11.50'',5.9,9.25,11.0,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,7.25,1.3651
2022,1631165,Keon,Ellis,Keon Ellis,SG,75.5,6' 3.50'',76.75,6' 4.75'',167.40,80.5,6' 8.50'',102.0,8' 6.00'',3.8,8.0,9.25,28.0,35.5,10.87,3.02,3.18,,2022,,,,,,14-25,,,,,,,,,,,,,25-30,,,,15-25,5.0,1.351
2022,1630701,Michael,Foster Jr.,Michael Foster Jr.,C,79.75,6' 7.75'',81.25,6' 9.25'',236.60,84.25,7' 0.25'',109.5,9' 1.50'',6.2,8.75,10.0,28.0,32.5,11.49,3.1,3.22,,2022,,,,,,15-25,,,,,,,,,,,,,20-30,,,,14-25,4.5,1.373
2022,1631221,Collin,Gillespie,Collin Gillespie,PG,73.5,6' 1.50'',74.75,6' 2.75'',195.80,76.0,6' 4.00'',98.0,8' 2.00'',8.6,8.25,9.0,26.5,33.0,10.95,3.01,3.21,,2022,,,,,,18-25,,,,,,,,,,,,,23-30,,,,16-25,2.5,1.3333
2022,1631100,AJ,Griffin,AJ Griffin,SF,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1630702,Jaden,Hardy,Jaden Hardy,SG,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1631199,Ron,Harper Jr.,Ron Harper Jr.,SF,76.0,6' 4.00'',77.5,6' 5.50'',240.40,85.25,7' 1.25'',105.5,8' 9.50'',14.3,9.5,10.0,26.0,30.5,11.41,3.24,3.4,,2022,,,,,,17-25,,,,,,,,,,,,,22-30,,,,15-25,9.25,1.3882
2022,1631096,Chet,Holmgren,Chet Holmgren,PF,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1631127,Harrison,Ingram,Harrison Ingram,SF,77.25,6' 5.25'',79.0,6' 7.00'',232.80,84.25,7' 0.25'',103.5,8' 7.50'',8.3,9.0,10.0,29.5,35.0,11.83,3.26,3.31,,2022,,,,,,12-25,,,,,,,,,,,,,15-30,,,,13-25,7.0,1.3398
2022,1631093,Jaden,Ivey,Jaden Ivey,PG,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1631218,Trayce,Jackson-Davis,Trayce Jackson-Davis,C,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1631107,Nikola,Jovic,Nikola Jovic,SF,81.5,6' 9.50'',83.0,6' 11.00'',222.60,84.25,7' 0.25'',108.5,9' 0.50'',7.4,8.75,9.75,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,2.75,1.3313
2022,1630548,Johnny,Juzang,Johnny Juzang,SG,77.25,6' 5.25'',78.5,6' 6.50'',208.60,83.0,6' 11.00'',102.5,8' 6.50'',7.5,8.5,9.5,27.5,32.5,11.03,3.17,3.29,,2022,,,,,,,,,,,,,,,,,,,,,,,,5.75,1.3269
2022,1631130,Ismael,Kamagate,Ismael Kamagate,PF,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1631211,Trevor,Keels,Trevor Keels,SG,75.25,6' 3.25'',76.75,6' 4.75'',223.80,79.25,6' 7.25'',101.0,8' 5.00'',13.5,8.25,9.0,24.5,31.0,11.33,3.32,3.27,,2022,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.3422
2022,1631117,Walker,Kessler,Walker Kessler,C,84.25,7' 0.25'',85.0,7' 1.00'',256.00,88.25,7' 4.25'',113.0,9' 5.00'',14.7,8.5,8.5,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.3412
2022,1631132,Christian,Koloko,Christian Koloko,C,82.75,6' 10.75'',84.0,7' 0.00'',221.00,89.25,7' 5.25'',113.0,9' 5.00'',5.7,9.0,10.75,28.0,33.5,11.3,3.19,3.27,,2022,,,,,,9-25,,,,,,,,,,,,,15-30,,,,16-25,6.5,1.3656
2022,1631222,Jake,LaRavia,Jake LaRavia,PF,78.75,6' 6.75'',80.0,6' 8.00'',227.20,81.5,6' 9.50'',104.0,8' 8.00'',9.0,8.5,10.25,27.5,34.0,10.58,2.89,3.37,,2022,,,,,,14-25,,,,,,,,,,,,,21-30,,,,17-25,2.75,1.3206
2022,1631171,Justin,Lewis,Justin Lewis,PF,78.25,6' 6.25'',79.5,6' 7.50'',235.40,86.5,7' 2.50'',105.5,8' 9.50'',7.3,9.0,10.5,32.5,35.0,11.49,3.02,3.23,,2022,,,,,,19-25,,,,,,,,,,,,,17-30,,,,9-25,8.25,1.3482
2022,1630604,E.J.,Liddell,E.J. Liddell,PF,77.5,6' 5.50'',79.0,6' 7.00'',243.00,83.75,6' 11.75'',103.5,8' 7.50'',12.2,8.25,9.25,35.5,38.0,11.11,3.23,3.26,,2022,,,,,,,,,,,,,,,,,,,,,,,,6.25,1.3355
2022,1631254,Kenneth,Lofton Jr.,Kenneth Lofton Jr.,PF-C,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1631213,Tyrese,Martin,Tyrese Martin,SG-SF,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1631097,Bennedict,Mathurin,Bennedict Mathurin,SG,76.5,6' 4.50'',78.0,6' 6.00'',204.60,81.0,6' 9.00'',104.0,8' 8.00'',5.7,8.5,9.75,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,4.5,1.3595
2022,1630571,Matthew,Mayer,Matthew Mayer,SF,80.0,6' 8.00'',81.25,6' 9.25'',216.40,82.5,6' 10.50'',105.0,8' 9.00'',11.1,9.0,10.25,25.5,31.5,10.74,,3.39,,2022,,,,,,,,,,,,,,,,,,,,,,,,2.5,1.3125
2022,1631121,Bryce,McGowens,Bryce McGowens,SG,77.25,6' 5.25'',78.5,6' 6.50'',181.20,80.75,6' 8.75'',103.5,8' 7.50'',5.4,8.75,9.5,29.5,34.0,11.12,3.16,3.27,,2022,,,,,,11-25,,,,,,,,,,,,,18-30,,,,13-25,3.5,1.3398
2022,1631159,Leonard,Miller,Leonard Miller,SF,80.5,6' 8.50'',82.0,6' 10.00'',211.00,86.0,7' 2.00'',106.5,8' 10.50'',5.7,9.25,10.5,30.0,36.5,11.11,3.02,3.36,,2022,,,,,,10-25,,,,,,,,,,,,,15-30,,,,,5.5,1.323
2022,1631125,Josh,Minnott,Josh Minnott,PF,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1631198,Aminu,Mohammed,Aminu Mohammed,SG-SF,75.5,6' 3.50'',77.0,6' 5.00'',212.80,83.0,6' 11.00'',104.0,8' 8.00'',5.1,8.75,9.5,29.5,36.0,11.54,3.04,3.33,,2022,,,,,,15-25,,,,,,,,,,,,,23-30,,,,11-25,7.5,1.3775
2022,1631129,Iverson,Molinar,Iverson Molinar,PG,74.25,6' 2.25'',75.25,6' 3.25'',183.20,80.0,6' 8.00'',101.0,8' 5.00'',4.8,8.5,9.5,31.0,38.0,11.23,3.1,3.19,,2022,,,,,,12-25,,,,,,,,,,,,,20-30,,,,10-25,5.75,1.3603
2022,1631168,Jean,Montero,Jean Montero,PG,73.0,6' 1.00'',74.25,6' 2.25'',171.80,77.25,6' 5.25'',98.5,8' 2.50'',7.4,8.0,8.75,29.5,37.0,11.19,3.17,3.17,,2022,,,,,,16-25,,,,,,,,,,,,,21-30,,,,15-25,4.25,1.3493
2022,1631111,Wendell,Moore,Wendell Moore,SG,76.25,6' 4.25'',77.5,6' 5.50'',217.20,84.5,7' 0.50'',101.0,8' 5.00'',7.5,8.75,10.25,32.5,38.5,10.94,3.21,3.3,,2022,,,,,,,,,,,,,,,,,,,,,,,,8.25,1.3246
2022,1631099,Keegan,Murray,Keegan Murray,PF,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1629614,Andrew,Nembhard,Andrew Nembhard,PG,75.0,6' 3.00'',76.5,6' 4.50'',195.60,77.75,6' 5.75'',99.0,8' 3.00'',4.4,8.0,9.5,26.5,35.0,10.46,3.02,3.26,,2022,,,,,,,,,,,,,,,,,,,,,,,,2.75,1.32
2022,1630590,Scotty,Pippen Jr.,Scotty Pippen Jr.,PG,72.0,6' 0.00'',73.5,6' 1.50'',180.00,77.75,6' 5.75'',95.5,7' 11.50'',5.3,7.75,9.0,30.5,37.5,11.07,3.1,3.21,,2022,,,,,,8-25,,,,,,,,,,,,,19-30,,,,14-25,5.75,1.3264
2022,1630629,Gabriele,Procida,Gabriele Procida,SG-SF,77.75,6' 5.75'',79.75,6' 7.75'',192.80,80.0,6' 8.00'',106.0,8' 10.00'',3.8,8.0,9.25,29.5,35.0,11.02,3.14,3.07,,2022,,,,,,,,,,,,,,,,,,,,,,,,2.25,1.3633
2022,1631197,Jared,Rhoden,Jared Rhoden,SG-SF,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1631115,Orlando,Robinson,Orlando Robinson,C,81.75,6' 9.75'',83.0,6' 11.00'',244.40,88.0,7' 4.00'',111.0,9' 3.00'',9.5,8.75,10.0,23.0,27.5,11.4,3.23,3.55,,2022,,,,,,15-25,,,,,,,,,,,,,18-30,,,,13-25,6.25,1.3578
2022,1631223,David,Roddy,David Roddy,PF,76.5,6' 4.50'',78.0,6' 6.00'',260.80,83.5,6' 11.50'',105.0,8' 9.00'',11.6,8.75,10.0,27.0,35.5,10.75,3.1,3.22,,2022,,,,,,13-25,,,,,,,,,,,,,18-30,,,,13-25,7.0,1.3725
2022,1631157,Ryan,Rollins,Ryan Rollins,SG,74.0,6' 2.00'',75.25,6' 3.25'',179.20,81.75,6' 9.75'',100.5,8' 4.50'',5.0,8.0,8.5,30.5,36.5,11.26,3.28,3.07,,2022,,,,,,15-25,,,,,,,,,,,,,17-30,,,,12-25,7.75,1.3581
2022,1631204,Marcus,Sasser,Marcus Sasser,PG,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1631220,Dereon,Seabron,Dereon Seabron,SG,76.75,6' 4.75'',77.75,6' 5.75'',182.40,80.75,6' 8.75'',103.5,8' 7.50'',4.0,8.5,9.5,30.5,38.0,11.03,3.04,3.12,,2022,,,,,,11-25,,,,,,,,,,,,,17-30,,,,15-25,4.0,1.3485
2022,1631101,Shaedon,Sharpe,Shaedon Sharpe,SG,76.25,6' 4.25'',77.25,6' 5.25'',198.00,83.5,6' 11.50'',103.5,8' 7.50'',4.8,9.0,9.25,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,7.25,1.3574
2022,1631095,Jabari,Smith,Jabari Smith,PF,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1631173,Terquavion,Smith,Terquavion Smith,SG,74.25,6' 2.25'',75.75,6' 3.75'',165.20,78.5,6' 6.50'',98.0,8' 2.00'',3.8,8.5,8.0,30.5,38.5,10.63,3.03,3.14,,2022,,,,,,13-25,,,,,,,,,,,,,19-30,,,,13-25,4.25,1.3199
2022,1631110,Jeremy,Sochan,Jeremy Sochan,PF,,,,,,,,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1631164,Matteo,Spagnolo,Matteo Spagnolo,PG,76.0,6' 4.00'',77.5,6' 5.50'',196.20,80.0,6' 8.00'',102.0,8' 6.00'',8.6,8.25,10.0,25.5,31.5,11.42,3.16,3.4,,2022,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.3421
2022,1631124,Julian,Strawther,Julian Strawther,SF,77.75,6' 5.75'',79.0,6' 7.00'',207.60,81.5,6' 9.50'',104.5,8' 8.50'',7.9,8.25,8.5,28.5,35.0,10.3,3.37,3.26,,2022,,,,,,18-25,,,,,,,,,,,,,21-30,,,,14-25,3.75,1.3441
2022,1631207,Dalen,Terry,Dalen Terry,SG,78.0,6' 6.00'',79.25,6' 7.25'',195.20,84.75,7' 0.75'',106.0,8' 10.00'',5.4,8.5,9.0,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,6.75,1.359
