SEASON,combine_player_id,combine_first_name,combine_last_name,combine_player_name,combine_position,combine_hgt_no_shoes,HEIGHT_WO_SHOES_FT_IN,combine_hgt,HEIGHT_W_SHOES_FT_IN,combine_wgt,combine_wngspn,WINGSPAN_FT_IN,combine_stndrch,STANDING_REACH_FT_IN,combine_bf,combine_handl,combine_handw,combine_stndvert,combine_lpvert,combine_lane,combine_mod_lane,combine_sprint,combine_bench,draft_year,SPOT_FIFTEEN_CORNER_LEFT,SPOT_FIFTEEN_BREAK_LEFT,SPOT_FIFTEEN_TOP_KEY,SPOT_FIFTEEN_BREAK_RIGHT,SPOT_FIFTEEN_CORNER_RIGHT,SPOT_COLLEGE_CORNER_LEFT,SPOT_COLLEGE_BREAK_LEFT,SPOT_COLLEGE_TOP_KEY,SPOT_COLLEGE_BREAK_RIGHT,SPOT_COLLEGE_CORNER_RIGHT,SPOT_NBA_CORNER_LEFT,SPOT_NBA_BREAK_LEFT,SPOT_NBA_TOP_KEY,SPOT_NBA_BREAK_RIGHT,SPOT_NBA_CORNER_RIGHT,OFF_DRIB_FIFTEEN_BREAK_LEFT,OFF_DRIB_FIFTEEN_TOP_KEY,OFF_DRIB_FIFTEEN_BREAK_RIGHT,OFF_DRIB_COLLEGE_BREAK_LEFT,OFF_DRIB_COLLEGE_TOP_KEY,OFF_DRIB_COLLEGE_BREAK_RIGHT,ON_MOVE_FIFTEEN,ON_MOVE_COLLEGE,combine_wingspan_delta,combine_reach_ratio
2010,202360,Andy,Rautins,Andy Rautins,SG,76.25,6' 4.25'',77.0,6' 5'',191.6,79.0,6' 7'',100.0,8' 4'',6.2,8.0,9.75,23.5,30.5,11.27,,3.49,8.0,2010,,,,,,,,,,,,,,,,,,,,,,,,2.75,1.3115
2010,12338,Ryan,Richards,Ryan Richards,PF,82.5,6' 10.5'',83.75,6' 11.75'',230.2,85.5,7' 1.5'',110.0,9' 2'',8.0,9.0,9.75,25.0,28.5,11.33,,3.37,4.0,2010,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.3333
2010,202383,Stanley,Robinson,Stanley Robinson,SF,78.5,6' 6.5'',79.75,6' 7.75'',213.2,84.0,7' 0'',107.5,8' 11.5'',8.3,9.0,9.0,,37.5,11.65,,3.23,6.0,2010,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.3694
2010,202336,Larry,Sanders,Larry Sanders,PF-C,81.25,6' 9.25'',82.5,6' 10.5'',222.4,89.75,7' 5.75'',112.0,9' 4'',4.6,9.75,11.0,25.5,28.0,12.49,,3.27,7.0,2010,,,,,,,,,,,,,,,,,,,,,,,,8.5,1.3785
2010,12341,Jon,Scheyer,Jon Scheyer,PG-SG,76.75,6' 4.75'',78.0,6' 6'',180,75.25,6' 3.25'',99.0,8' 3'',5.4,7.75,9.5,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,-1.5,1.2899
2010,202362,Lance,Stephenson,Lance Stephenson,SG,76.5,6' 4.5'',77.75,6' 5.75'',227,82.5,6' 10.5'',103.0,8' 7'',9.3,9.0,10.25,27.0,33.0,11.39,,3.38,10.0,2010,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.3464
2010,12343,Mikhail,Torrance,Mikhail Torrance,PG,76.0,6' 4'',77.0,6' 5'',208.8,79.5,6' 7.5'',103.0,8' 7'',7.0,8.75,9.5,23.0,32.0,11.43,,3.17,8.0,2010,,,,,,,,,,,,,,,,,,,,,,,,3.5,1.3553
2010,202323,Evan,Turner,Evan Turner,SG,77.75,6' 5.75'',79.0,6' 7'',213.8,80.0,6' 8'',103.5,8' 7.5'',8.6,8.75,9.5,27.5,34.5,11.06,,3.27,9.0,2010,,,,,,,,,,,,,,,,,,,,,,,,2.25,1.3312
2010,202327,Ekpe,Udoh,Ekpe Udoh,PF,80.75,6' 8.75'',81.75,6' 9.75'',237.4,88.5,7' 4.5'',106.5,8' 10.5'',8.0,9.5,8.75,31.0,33.5,11.15,,3.29,10.0,2010,,,,,,,,,,,,,,,,,,,,,,,,7.75,1.3189
2010,12346,Jarvis,Varnado,Jarvis Varnado,PF-C,80.25,6' 8.25'',82.0,6' 10'',210.2,87.5,7' 3.5'',109.5,9' 1.5'',9.5,9.25,9.5,29.5,32.5,11.61,,3.37,3.0,2010,,,,,,,,,,,,,,,,,,,,,,,,7.25,1.3645
2010,202349,Greivis,Vasquez,Greivis Vasquez,PG-SG,77.0,6' 5'',78.5,6' 6.5'',210.8,79.0,6' 7'',101.0,8' 5'',8.6,7.75,9.25,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.3117
2010,202322,John,Wall,John Wall,PG,74.75,6' 2.75'',76.0,6' 4'',195.6,81.25,6' 9.25'',101.5,8' 5.5'',5.6,8.25,9.5,30.0,39.0,10.84,,3.14,,2010,,,,,,,,,,,,,,,,,,,,,,,,6.5,1.3579
2010,202378,Willie,Warren,Willie Warren,SG-PG,74.5,6' 2.5'',75.75,6' 3.75'',208.4,78.0,6' 6'',99.5,8' 3.5'',7.6,8.5,9.5,23.0,31.5,11.21,,3.5,10.0,2010,,,,,,,,,,,,,,,,,,,,,,,,3.5,1.3356
2010,202358,Terrico,White,Terrico White,SG-PG,75.75,6' 3.75'',77.0,6' 5'',202.6,81.0,6' 9'',101.0,8' 5'',3.7,9.0,10.5,31.0,40.0,11.38,,3.15,10.0,2010,,,,,,,,,,,,,,,,,,,,,,,,5.25,1.3333
2010,202355,Hassan,Whiteside,Hassan Whiteside,C-PF,82.5,6' 10.5'',83.5,6' 11.5'',226.6,91.0,7' 7'',113.0,9' 5'',5.5,8.25,10.25,27.0,31.5,11.83,,3.54,12.0,2010,,,,,,,,,,,,,,,,,,,,,,,,8.5,1.3697
2012,203112,Quincy,Acy,Quincy Acy,PF,78.5,6' 6.5'',79.75,6' 7.75'',223.8,86.75,7' 2.75'',106.5,8' 10.5'',7.1,9.5,11.0,32.0,37.0,10.48,,3.28,13.0,2012,,,,,,,,,,,,,,,,,,,,,,,,8.25,1.3567
2012,203084,Harrison,Barnes,Harrison Barnes,SF-SG,79.0,6' 7'',80.0,6' 8'',227.8,83.25,6' 11.25'',101.5,8' 5.5'',9.6,9.0,8.5,38.0,39.5,10.93,,3.16,15.0,2012,,,,,,,,,,,,,,,,,,,,,,,,4.25,1.2848
2012,203115,Will,Barton,Will Barton,SG-SF,77.0,6' 5'',78.0,6' 6'',174.4,81.75,6' 9.75'',102.5,8' 6.5'',4.1,9.0,9.5,30.0,34.0,12.5,,3.6,0.0,2012,,,,,,,,,,,,,,,,,,,,,,,,4.75,1.3312
2012,203078,Bradley,Beal,Bradley Beal,SG,75.25,6' 3.25'',76.75,6' 4.75'',201.8,80.0,6' 8'',100.0,8' 4'',6.0,8.5,9.0,33.0,39.0,10.95,,3.28,8.0,2012,,,,,,,,,,,,,,,,,,,,,,,,4.75,1.3289
2012,12458,J'Covan,Brown,J'Covan Brown,PG,73.0,6' 1'',74.25,6' 2.25'',202.4,77.25,6' 5.25'',96.0,8' 0'',12.5,7.75,8.25,26.0,29.5,11.68,,3.47,3.0,2012,,,,,,,,,,,,,,,,,,,,,,,,4.25,1.3151
2012,203733,William,Buford,William Buford,SG-SF,76.0,6' 4'',77.0,6' 5'',214.6,81.5,6' 9.5'',102.0,8' 6'',11.3,8.75,10.0,27.5,32.5,11.4,,3.43,8.0,2012,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.3421
2012,203109,Jae,Crowder,Jae Crowder,SF,76.75,6' 4.75'',78.5,6' 6.5'',241.2,81.25,6' 9.25'',99.5,8' 3.5'',9.0,9.5,10.5,31.0,34.5,11.45,,3.37,20.0,2012,,,,,,,,,,,,,,,,,,,,,,,,4.5,1.2964
2012,203099,Jared,Cunningham,Jared Cunningham,SG-PG,75.5,6' 3.5'',77.0,6' 5'',187.6,78.5,6' 6.5'',98.0,8' 2'',3.6,8.25,9.0,,,,,,4.0,2012,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.298
2012,203076,Anthony,Davis,Anthony Davis,PF-C,81.25,6' 9.25'',82.5,6' 10.5'',221.8,89.5,7' 5.5'',108.0,9' 0'',7.9,9.0,8.5,,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,8.25,1.3292
2012,203134,Marcus,Denmon,Marcus Denmon,SG,74.25,6' 2.25'',75.25,6' 3.25'',188.2,77.0,6' 5'',94.5,7' 10.5'',6.6,8.25,9.75,33.5,40.0,10.82,,3.19,8.0,2012,,,,,,,,,,,,,,,,,,,,,,,,2.75,1.2727
2012,203083,Andre,Drummond,Andre Drummond,C,81.75,6' 9.75'',83.75,6' 11.75'',278.6,90.25,7' 6.25'',109.5,9' 1.5'',7.5,9.5,9.5,31.5,33.5,10.83,,3.39,10.0,2012,,,,,,,,,,,,,,,,,,,,,,,,8.5,1.3394
2012,203119,Kim,English,Kim English,SG,76.5,6' 4.5'',77.75,6' 5.75'',192,78.5,6' 6.5'',98.0,8' 2'',4.3,8.5,8.75,29.0,36.5,10.59,,3.33,,2012,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.281
2012,203105,Festus,Ezeli,Festus Ezeli,C-PF,81.75,6' 9.75'',83.5,6' 11.5'',264.2,89.75,7' 5.75'',108.0,9' 0'',5.5,9.0,10.75,34.0,33.5,12.35,,3.29,18.0,2012,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.3211
2012,12467,Drew,Gordon,Drew Gordon,PF,80.0,6' 8'',80.75,6' 8.75'',239,83.5,6' 11.5'',103.5,8' 7.5'',9.1,8.5,9.75,29.0,34.0,11.35,,3.49,10.0,2012,,,,,,,,,,,,,,,,,,,,,,,,3.5,1.2938
2012,203110,Draymond,Green,Draymond Green,PF-SF,77.75,6' 5.75'',79.5,6' 7.5'',235.6,85.25,7' 1.25'',105.0,8' 9'',11.3,9.0,9.5,28.0,33.0,11.01,,3.4,9.0,2012,,,,,,,,,,,,,,,,,,,,,,,,7.5,1.3505
2012,203254,JaMychal,Green,JaMychal Green,PF,80.0,6' 8'',81.0,6' 9'',217.4,86.25,7' 2.25'',106.5,8' 10.5'',9.8,9.25,9.25,29.5,32.5,10.63,,3.38,19.0,2012,,,,,,,,,,,,,,,,,,,,,,,,6.25,1.3312
2012,203090,Maurice,Harkless,Maurice Harkless,SF,79.25,6' 7.25'',80.75,6' 8.75'',206.6,84.0,7' 0'',102.5,8' 6.5'',5.3,9.25,10.25,32.5,37.0,10.87,,3.25,5.0,2012,,,,,,,,,,,,,,,,,,,,,,,,4.75,1.2934
2012,203089,John,Henson,John Henson,PF,81.0,6' 9'',82.5,6' 10.5'',216,89.0,7' 5'',112.0,9' 4'',8.6,9.25,10.0,25.5,30.0,,,,5.0,2012,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.3827
2012,203189,Tu,Holloway,Tu Holloway,PG,70.5,5' 10.5'',71.75,5' 11.75'',186.8,77.5,6' 5.5'',94.5,7' 10.5'',8.5,8.75,10.0,28.0,35.0,11.0,,3.42,12.0,2012,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.3404
2012,203133,Robbie,Hummel,Robbie Hummel,SF,79.25,6' 7.25'',80.5,6' 8.5'',218,80.5,6' 8.5'',102.0,8' 6'',9.4,8.5,9.5,27.5,30.0,11.56,,3.41,13.0,2012,,,,,,,,,,,,,,,,,,,,,,,,1.25,1.2871
2012,203108,Bernard,James,Bernard James,PF,80.75,6' 8.75'',82.0,6' 10'',229.8,87.0,7' 3'',108.5,9' 0.5'',5.0,9.0,9.25,30.0,32.5,11.84,,3.4,6.0,2012,,,,,,,,,,,,,,,,,,,,,,,,6.25,1.3437
2012,203098,John,Jenkins,John Jenkins,SG,75.25,6' 3.25'',76.25,6' 4.25'',212,80.5,6' 8.5'',98.0,8' 2'',7.1,9.0,9.0,30.5,36.5,11.36,,3.37,10.0,2012,,,,,,,,,,,,,,,,,,,,,,,,5.25,1.3023
2012,203111,Orlando,Johnson,Orlando Johnson,SG,75.75,6' 3.75'',77.25,6' 5.25'',223.8,83.25,6' 11.25'',99.0,8' 3'',7.0,9.0,9.5,32.0,39.5,10.98,,3.25,13.0,2012,,,,,,,,,,,,,,,,,,,,,,,,7.5,1.3069
2012,203130,Darius,Johnson-Odom,Darius Johnson-Odom,SG,73.5,6' 1.5'',75.0,6' 3'',212,79.0,6' 7'',96.0,8' 0'',7.0,8.75,8.75,33.5,41.5,10.76,,3.21,17.0,2012,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.3061
2012,203093,Terrence,Jones,Terrence Jones,PF-SF,80.25,6' 8.25'',81.5,6' 9.5'',252,86.25,7' 2.25'',107.0,8' 11'',7.7,9.0,10.0,29.5,34.5,11.57,,3.4,12.0,2012,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.3333
2012,203103,Perry,Jones,Perry Jones,PF-SF,82.25,6' 10.25'',83.25,6' 11.25'',233.8,85.75,7' 1.75'',107.0,8' 11'',4.6,9.25,9.5,33.0,38.5,11.31,,3.19,11.0,2012,,,,,,,,,,,,,,,,,,,,,,,,3.5,1.3009
2012,203158,Kevin,Jones,Kevin Jones,PF,78.25,6' 6.25'',79.5,6' 7.5'',251.2,85.5,7' 1.5'',105.0,8' 9'',11.2,9.0,7.75,27.5,32.5,11.94,,3.6,17.0,2012,,,,,,,,,,,,,,,,,,,,,,,,7.25,1.3419
2012,203126,Kris,Joseph,Kris Joseph,SG,78.0,6' 6'',79.0,6' 7'',215,83.0,6' 11'',104.0,8' 8'',8.6,9.0,9.0,28.5,35.0,,,3.46,6.0,2012,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.3333
2012,203077,Michael,Kidd-Gilchrist,Michael Kidd-Gilchrist,SF,77.75,6' 5.75'',79.5,6' 7.5'',232.8,84.0,7' 0'',104.5,8' 8.5'',7.0,9.0,10.25,32.0,35.5,11.77,,3.18,6.0,2012,,,,,,,,,,,,,,,,,,,,,,,,6.25,1.3441
2012,203087,Jeremy,Lamb,Jeremy Lamb,SG,76.0,6' 4'',77.25,6' 5.25'',179.2,83.0,6' 11'',102.0,8' 6'',4.5,8.75,9.25,31.5,38.0,10.98,,3.25,5.0,2012,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.3421
2012,203117,Doron,Lamb,Doron Lamb,SG-PG,75.25,6' 3.25'',76.75,6' 4.75'',199.4,78.75,6' 6.75'',98.5,8' 2.5'',6.7,8.5,8.75,29.0,33.5,11.12,,3.41,2.0,2012,,,,,,,,,,,,,,,,,,,,,,,,3.5,1.309
2012,203086,Meyers,Leonard,Meyers Leonard,C,83.75,6' 11.75'',85.25,7' 1.25'',249.8,87.0,7' 3'',108.0,9' 0'',5.7,9.25,11.0,30.0,32.5,11.34,,3.41,19.0,2012,,,,,,,,,,,,,,,,,,,,,,,,3.25,1.2896
2012,203081,Damian,Lillard,Damian Lillard,PG,73.75,6' 1.75'',74.75,6' 2.75'',188.8,79.75,6' 7.75'',95.5,7' 11.5'',5.9,8.75,9.75,34.5,39.5,11.15,,3.34,13.0,2012,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.2949
2012,203159,Scott,Machado,Scott Machado,PG,73.0,6' 1'',74.0,6' 2'',205.8,76.0,6' 4'',94.5,7' 10.5'',5.8,8.5,9.5,27.0,32.5,11.26,,3.3,17.0,2012,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.2945
2012,203088,Kendall,Marshall,Kendall Marshall,PG,75.25,6' 3.25'',76.25,6' 4.25'',198.4,77.5,6' 5.5'',96.0,8' 0'',7.8,8.5,9.0,31.0,37.0,12.03,,3.23,,2012,,,,,,,,,,,,,,,,,,,,,,,,2.25,1.2757
2012,203097,Fab,Melo,Fab Melo,C,82.75,6' 10.75'',84.0,7' 0'',255,86.5,7' 2.5'',110.0,9' 2'',9.2,9.0,10.0,29.5,31.0,12.14,,3.44,9.0,2012,,,,,,,,,,,,,,,,,,,,,,,,3.75,1.3293
2012,203114,Khris,Middleton,Khris Middleton,SF,78.75,6' 6.75'',80.25,6' 8.25'',216.2,82.75,6' 10.75'',103.0,8' 7'',7.8,9.0,9.0,28.0,31.0,11.45,,3.47,4.0,2012,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.3079
2012,203113,Quincy,Miller,Quincy Miller,SF,80.75,6' 8.75'',82.0,6' 10'',218.7,85.25,7' 1.25'',105.0,8' 9'',7.8,9.25,10.25,30.5,36.0,11.05,,3.48,8.0,2012,,,,,,,,,,,,,,,,,,,,,,,,4.5,1.3003
2012,203121,Darius,Miller,Darius Miller,SF-SG,78.0,6' 6'',79.5,6' 7.5'',233.4,81.0,6' 9'',101.0,8' 5'',7.5,8.5,8.75,33.0,37.0,11.34,,3.31,14.0,2012,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.2949
2012,203183,Tony,Mitchell,Tony Mitchell,SG,77.25,6' 5.25'',78.25,6' 6.25'',216.4,82.0,6' 10'',100.0,8' 4'',5.7,8.5,10.0,31.5,40.0,11.72,,3.47,14.0,2012,,,,,,,,,,,,,,,,,,,,,,,,4.75,1.2945
2012,203102,Arnett,Moultrie,Arnett Moultrie,PF,81.5,6' 9.5'',82.75,6' 10.75'',232.8,86.25,7' 2.25'',106.5,8' 10.5'',7.7,9.25,9.25,33.5,37.5,11.32,,3.22,10.0,2012,,,,,,,,,,,,,,,,,,,,,,,,4.75,1.3067
2012,203122,Kevin,Murphy,Kevin Murphy,SG,77.0,6' 5'',78.25,6' 6.25'',194,78.75,6' 6.75'',99.0,8' 3'',5.8,8.5,8.5,31.0,36.5,10.97,,3.42,11.0,2012,,,,,,,,,,,,,,,,,,,,,,,,1.75,1.2857
2012,203094,Andrew,Nicholson,Andrew Nicholson,PF,80.5,6' 8.5'',81.5,6' 9.5'',234,88.0,7' 4'',107.0,8' 11'',7.6,10.0,10.75,28.5,30.5,11.89,,3.67,10.0,2012,,,,,,,,,,,,,,,,,,,,,,,,7.5,1.3292
2012,203124,Kyle,O'Quinn,Kyle O'Quinn,PF,80.5,6' 8.5'',82.0,6' 10'',240.8,88.75,7' 4.75'',106.5,8' 10.5'',8.0,9.5,10.0,31.5,31.5,11.65,,3.53,,2012,,,,,,,,,,,,,,,,,,,,,,,,8.25,1.323
2012,203101,Miles,Plumlee,Miles Plumlee,PF-C,82.5,6' 10.5'',83.75,6' 11.75'',252.4,84.75,7' 0.75'',105.5,8' 9.5'',11.4,9.25,9.0,34.0,40.5,10.64,,3.36,15.0,2012,,,,,,,,,,,,,,,,,,,,,,,,2.25,1.2788
2012,203085,Austin,Rivers,Austin Rivers,SG-PG,75.5,6' 3.5'',77.0,6' 5'',202.8,79.25,6' 7.25'',96.5,8' 0.5'',6.2,8.5,10.0,32.5,37.5,11.54,,3.32,1.0,2012,,,,,,,,,,,,,,,,,,,,,,,,3.75,1.2781
2012,203080,Thomas,Robinson,Thomas Robinson,PF,79.75,6' 7.75'',80.75,6' 8.75'',244.2,87.25,7' 3.25'',106.0,8' 10'',5.0,9.75,10.5,28.5,35.5,11.96,,3.17,15.0,2012,,,,,,,,,,,,,,,,,,,,,,,,7.5,1.3292
2012,203082,Terrence,Ross,Terrence Ross,SG-SF,78.0,6' 6'',79.0,6' 7'',196.6,79.25,6' 7.25'',100.5,8' 4.5'',3.2,8.75,10.25,31.0,37.5,11.78,,3.28,2.0,2012,,,,,,,,,,,,,,,,,,,,,,,,1.25,1.2885
2012,203107,Tomas,Satoransky,Tomas Satoransky,PG-SG,78.5,6' 6.5'',79.5,6' 7.5'',200.6,79.25,6' 7.25'',100.0,8' 4'',5.2,8.5,9.5,,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,0.75,1.2739
2012,203118,Mike,Scott,Mike Scott,PF,79.25,6' 7.25'',80.75,6' 8.75'',240.8,82.75,6' 10.75'',104.0,8' 8'',10.6,8.5,9.0,27.0,32.5,11.59,,3.44,14.0,2012,,,,,,,,,,,,,,,,,,,,,,,,3.5,1.3123
2012,203156,Henry,Sims,Henry Sims,C-PF,82.0,6' 10'',83.75,6' 11.75'',241.2,88.0,7' 4'',108.0,9' 0'',7.7,9.25,10.0,26.5,29.5,12.33,,3.44,7.0,2012,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.3171
2012,203096,Jared,Sullinger,Jared Sullinger,PF,79.75,6' 7.75'',81.0,6' 9'',268.2,85.25,7' 1.25'',105.5,8' 9.5'',10.7,9.25,9.75,29.5,31.0,12.77,,3.81,9.0,2012,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.3229
2012,12507,Jordan,Taylor,Jordan Taylor,PG,73.0,6' 1'',74.0,6' 2'',192.8,75.0,6' 3'',92.5,7' 8.5'',5.5,8.25,9.5,33.0,36.5,10.57,,3.19,14.0,2012,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.2671
2012,203106,Jeff,Taylor,Jeff Taylor,SF-SG,78.0,6' 6'',79.25,6' 7.25'',212.8,78.25,6' 6.25'',101.5,8' 5.5'',4.2,8.25,9.75,33.5,40.0,10.87,,3.29,15.0,2012,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.3013
2012,203116,Tyshawn,Taylor,Tyshawn Taylor,PG,74.75,6' 2.75'',76.0,6' 4'',177,78.25,6' 6.25'',97.5,8' 1.5'',4.2,8.75,8.75,32.0,36.5,11.48,,3.2,0.0,2012,,,,,,,,,,,,,,,,,,,,,,,,3.5,1.3043
2012,203104,Marquis,Teague,Marquis Teague,PG,73.0,6' 1'',74.0,6' 2'',179.8,79.25,6' 7.25'',96.5,8' 0.5'',6.3,8.25,7.75,32.5,40.5,10.65,,3.19,8.0,2012,,,,,,,,,,,,,,,,,,,,,,,,6.25,1.3219
2012,203138,Hollis,Thompson,Hollis Thompson,SF,78.75,6' 6.75'',80.0,6' 8'',206,81.5,6' 9.5'',102.5,8' 6.5'',6.0,8.25,9.75,28.5,36.5,11.72,,3.38,6.0,2012,,,,,,,,,,,,,,,,,,,,,,,,2.75,1.3016
2012,203079,Dion,Waiters,Dion Waiters,SG,74.5,6' 2.5'',76.0,6' 4'',221,79.25,6' 7.25'',98.0,8' 2'',8.5,8.5,9.5,,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,4.75,1.3154
2012,203091,Royce,White,Royce White,PF,79.0,6' 7'',80.0,6' 8'',260.6,84.0,7' 0'',104.5,8' 8.5'',10.6,9.5,11.5,,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.3228
2012,203100,Tony,Wroten,Tony Wroten,PG,76.75,6' 4.75'',78.0,6' 6'',203.2,81.0,6' 9'',101.0,8' 5'',5.2,8.0,9.0,30.0,35.5,10.75,,3.24,0.0,2012,,,,,,,,,,,,,,,,,,,,,,,,4.25,1.316
2012,203092,Tyler,Zeller,Tyler Zeller,PF-C,83.25,6' 11.25'',84.5,7' 0.5'',247.4,84.0,7' 0'',104.5,8' 8.5'',6.4,9.0,9.75,30.0,34.0,11.13,,3.4,16.0,2012,,,,,,,,,,,,,,,,,,,,,,,,0.75,1.2553
2020,1630173,Precious,Achiuwa,Precious Achiuwa,PF,79.5,6'7.50'',80.7,6'8.75'',234,84.75,7'0.75'',108.5,9'0.50'',6.7,9.0,10.0,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,5.25,1.3648
2020,1630234,Ty-Shon,Alexander,Ty-Shon Alexander,SG,74.0,6'2.00'',76.0,6'4.00'',200.8,80.0,6'8.00'',100.0,8'4.00'',12.3,8.75,8.75,28.0,33.0,11.33,2.47,3.26,,2020,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.3514
2020,1628962,Udoka,Azubuike,Udoka Azubuike,C,82.0,6'10.00'',83.5,6'11.50'',259.5,91.25,7'7.25'',109.0,9'1.00'',9.61,9.25,10.0,37.0,41.0,11.82,3.61,3.23,,2020,,,,,,,,,,,,,,,,,,,,,,,,9.25,1.3293
2020,1630189,Tyler,Bey,Tyler Bey,PF,78.0,6'6.00'',79.0,6'7.00'',212.8,85.25,7'1.25'',105.5,8'9.50'',5.0,8.5,9.0,37.0,43.5,11.35,2.75,3.17,,2020,,,,,,,,,,,,,,,,,,,,,,,,7.25,1.3526
2020,1630213,Yoeli,Childs,Yoeli Childs,PF,78.0,6'6.00'',79.0,6'7.00'',226.4,83.5,6'11.50'',106.0,8'10.00'',8.2,8.75,10.0,34.0,38.5,10.87,2.42,3.22,,2020,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.359
2020,1629603,Mamadi,Diakite,Mamadi Diakite,PF,80.5,6'8.50'',82.2,6'10.25'',222.1,87.75,7'3.75'',107.0,8'11.00'',7.83,9.0,10.25,28.0,37.0,11.95,2.71,3.16,,2020,,,,,,,,,,,,,,,,,,,,,,,,7.25,1.3292
2020,1629653,Devon,Dotson,Devon Dotson,PG,72.5,6'0.50'',73.7,6'1.75'',185.2,75.0,6'3.00'',95.0,7'11.00'',4.6,8.25,10.0,31.5,40.5,10.44,2.22,3.02,,2020,,,,,,,,,,,,,,,,,,,,,,,,2.5,1.3103
2020,1630220,Paul,Eboua,Paul Eboua,SF-PF,78.0,6'6.00'',79.5,6'7.50'',222.2,87.5,7'3.50'',108.0,9'0.00'',3.8,9.0,10.25,33.0,35.5,10.79,2.44,3.19,,2020,,,,,,,,,,,,,,,,,,,,,,,,9.5,1.3846
2020,1629604,CJ,Elleby,CJ Elleby,SG-SF,77.5,6'5.50'',78.2,6'6.25'',198.6,79.25,6'7.25'',100.5,8'4.50'',4.2,8.75,10.0,30.5,36.5,11.25,2.63,3.25,,2020,,,,,,,,,,,,,,,,,,,,,,,,1.75,1.2968
2020,1630235,Trent,Forrest,Trent Forrest,PG,75.5,6'3.50'',76.7,6'4.75'',203,79.5,6'7.50'',102.5,8'6.50'',5.65,9.0,9.75,28.0,34.5,11.04,2.5,3.18,,2020,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.3576
2020,1630182,Josh,Green,Josh Green,SG-SF,76.5,6'4.50'',77.5,6'5.50'',214,81.75,6'9.75'',101.5,8'5.50'',6.8,8.0,8.75,30.5,39.5,10.64,2.28,3.12,,2020,,,,,,,,,,,,,,,,,,,,,,,,5.25,1.3268
2020,1630204,Ashton,Hagans,Ashton Hagans,PG,73.5,6'1.50'',74.5,6'2.50'',193,80.0,6'8.00'',99.5,8'3.50'',4.1,9.0,9.0,29.5,36.5,10.82,2.5,3.13,,2020,,,,,,,,,,,,,,,,,,,,,,,,6.5,1.3537
2020,1630221,Joshua,Hall,Joshua Hall,SF,78.0,6'6.00'',79.5,6'7.50'',196.6,83.0,6'11.00'',104.5,8'8.50'',7.6,8.75,9.5,31.5,37.5,12.16,2.62,3.38,,2020,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.3397
2020,1630223,Jalen,Harris,Jalen Harris,SG,74.75,6'2.75'',76.2,6'4.25'',193.4,79.0,6'7.00'',97.5,8'1.50'',4.4,8.25,9.5,37.5,42.5,10.59,2.49,3.11,,2020,,,,,,,,,,,,,,,,,,,,,,,,4.25,1.3043
2020,1630210,Markus,Howard,Markus Howard,PG,69.5,5'9.50'',71.0,5'11.00'',170.8,72.25,6'0.25'',91.5,7'7.50'',9.91,8.5,7.75,30.5,35.5,11.21,3.17,3.11,,2020,,,,,,,,,,,,,,,,,,,,,,,,2.75,1.3165
2020,1630190,Elijah,Hughes,Elijah Hughes,SF-SG,76.75,6'4.75'',78.5,6'6.50'',229,79.5,6'7.50'',101.5,8'5.50'',10.2,8.5,8.75,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,2.75,1.3225
2020,1630198,Isaiah,Joe,Isaiah Joe,SG,75.0,6'3.00'',76.5,6'4.50'',170.4,79.5,6'7.50'',101.0,8'5.00'',4.7,8.25,8.25,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,4.5,1.3467
