player_name,team,season,h1_min,h1_FGM,h1_FGA,h1_3PM,h1_3PA,h1_FTM,h1_FTA,h1_AST,h1_STL,h1_BLK,h1_ORB,h1_DRB,h1_TO,h2_min,h2_FGM,h2_FGA,h2_3PM,h2_3PA,h2_FTM,h2_FTA,h2_AST,h2_STL,h2_BLK,h2_ORB,h2_DRB,h2_TO
A.J. Reeves,Providence,2020-21,20.0,47,122,25,75,19,22,3,16,0,7,34,24,14.73,28,97,20,71,21,26,4,9,2,10,37,14
A.J. Staton-McCray,Samford,2020-21,20.0,33,92,18,50,10,16,0,14,5,10,41,19,20.0,22,70,8,37,20,24,0,17,1,5,26,16
A.J. Walker,Air Force,2020-21,20.0,71,148,25,62,16,19,0,19,1,6,26,29,14.6,58,123,23,57,35,49,0,14,3,3,24,17
A.J. Youngman,Idaho,2020-21,0.0,2,3,2,3,2,3,0,0,0,0,3,0,14.73,2,4,0,1,0,0,0,0,0,0,3,1
AJ Bramah,Robert Morris,2020-21,20.0,47,93,0,1,21,22,11,6,1,13,44,20,15.23,43,82,0,1,33,44,8,10,4,20,41,13
AJ Caldwell,Chattanooga,2020-21,20.0,0,0,0,0,0,0,30,0,0,0,0,0,14.98,0,0,0,0,0,0,32,0,0,0,0,0
AJ Edu,Toledo,2020-21,20.0,1,6,0,0,0,0,1,0,3,3,6,1,20.0,0,1,0,0,0,0,0,0,1,1,4,0
AJ Green,Northern Iowa,2020-21,20.0,10,23,6,14,0,1,4,3,1,1,7,9,20.0,16,33,5,13,4,5,4,1,1,2,7,2
AJ Hoggard,Michigan State,2020-21,20.0,0,0,0,0,0,0,10,0,0,0,0,0,20.0,0,0,0,0,0,0,6,0,0,0,0,0
AJ Kirby,San Jos̩ St,2020-21,20.0,0,0,0,0,0,0,1,0,0,0,0,0,20.0,0,0,0,0,0,0,3,0,0,0,0,0
AJ Lawson,McNeese,2020-21,0.0,55,150,28,81,21,34,77,13,1,10,26,18,14.98,48,118,22,69,29,38,69,15,2,9,33,10
AJ McGinnis,UNC Greensboro,2020-21,0.0,0,0,0,0,0,0,6,0,0,0,0,0,17.83,0,0,0,0,0,0,5,0,0,0,0,0
AJ Oliver II,Old Dominion,2020-21,0.0,0,0,0,0,0,0,13,0,0,0,0,0,20.0,0,0,0,0,0,0,8,0,0,0,0,0
AJ Plitzuweit,South Dakota,2020-21,20.0,0,0,0,0,0,0,39,0,0,0,0,0,16.22,0,0,0,0,0,0,46,0,0,0,0,0
AJ Rainey,Nicholls,2020-21,20.0,1,2,0,0,0,0,0,0,0,0,0,0,14.82,2,5,0,2,0,0,2,4,0,0,2,2
AJ Reeves,Providence,2020-21,20.0,0,0,0,0,0,0,17,0,0,0,0,0,14.73,0,0,0,0,0,0,19,0,0,0,0,0
AJ Staton-McCray,Samford,2020-21,0.0,0,0,0,0,0,0,15,0,0,0,0,0,19.27,0,0,0,0,0,0,16,0,0,0,0,0
AJ Walker,Air Force,2020-21,20.0,0,0,0,0,0,0,26,0,0,0,0,0,14.6,0,0,0,0,0,0,29,0,0,0,0,0
AJ Wilson,George Mason,2020-21,20.0,35,95,3,12,9,14,11,6,18,14,37,16,20.0,29,66,2,8,10,21,4,1,23,17,30,11
Aamaj Platt,Campbellsville-Harrodsburg,2020-21,20.0,1,2,0,0,0,0,0,0,0,1,0,1,14.85,1,4,0,0,0,0,0,0,0,0,2,0
Aamir Simms,Clemson,2020-21,20.0,55,104,18,32,17,22,33,4,10,31,45,30,19.97,52,100,4,18,32,37,30,15,7,25,46,24
Aamondae Coleman,San Jos̩ St,2020-21,20.0,12,38,0,6,2,2,3,1,0,0,10,7,20.0,24,42,4,8,9,15,0,1,1,1,14,5
Aanen Moody,Southern Utah,2020-21,20.0,22,49,10,28,0,0,6,6,2,1,13,1,20.0,14,29,8,21,3,4,4,2,0,0,9,2
Aaris-Monte Bonds,Chicago State,2020-21,20.0,5,15,1,7,1,2,2,2,3,4,15,2,14.95,1,5,0,0,2,4,2,2,0,1,5,3
Aaron Bokol,Regis Univ,2020-21,20.0,0,1,0,0,0,0,0,0,0,0,1,2,14.98,1,4,0,1,0,1,0,0,0,0,0,0
Aaron Clarke,Sacred Heart,2020-21,20.0,19,66,8,40,12,15,23,4,0,2,6,13,14.9,32,81,14,41,35,42,18,5,1,2,10,15
Aaron Cook,Gonzaga,2020-21,20.0,22,45,8,20,7,13,21,14,2,1,26,15,18.47,20,36,5,16,12,18,23,8,1,4,10,16
Aaron Deloney,Vermont,2020-21,20.0,1,13,0,7,6,10,7,1,0,3,5,7,20.0,3,9,2,5,3,5,6,0,0,2,1,4
Aaron Duhart,Army,2020-21,20.0,8,37,3,18,5,6,21,7,1,2,17,8,14.95,9,28,3,15,8,11,17,2,0,0,11,4
Aaron Estrada,Oregon,2020-21,0.0,4,12,2,7,0,0,3,1,0,0,9,4,14.88,7,14,1,7,3,4,4,2,0,0,6,2
Aaron Fiegen,,2020-21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Aaron Gregg,East Texas Baptist,2020-21,20.0,1,3,1,2,1,2,2,0,0,0,1,2,20.0,1,9,1,4,4,5,2,1,0,2,3,1
Aaron Henry,Michigan State,2020-21,20.0,85,179,13,41,35,46,50,19,17,20,53,44,17.42,74,178,11,40,45,57,50,17,18,19,64,34
Aaron Murphy,UC Davis,2020-21,20.0,4,6,0,0,4,4,0,2,1,3,6,2,20.0,5,9,0,0,3,4,2,4,1,3,4,2
Aaron Nettles,Seattle U,2020-21,20.0,15,43,10,27,4,6,11,5,0,0,8,3,20.0,15,41,9,31,13,17,9,7,0,0,8,8
Aaron Palmer,Piedmont,2020-21,20.0,0,1,0,0,0,2,1,0,0,1,0,0,15.9,0,0,0,0,0,1,2,1,0,0,2,1
Aaron Thompson,Butler,2020-21,20.0,22,40,0,1,11,24,27,7,2,1,15,17,20.0,33,59,1,3,17,27,31,8,1,4,13,13
Aaron Wheeler,Purdue,2020-21,20.0,17,48,5,31,6,10,16,8,6,10,47,17,19.97,18,44,10,28,6,10,9,6,7,14,45,6
Aaron Wiggins,Maryland,2020-21,20.0,64,156,19,65,26,32,42,17,5,14,61,33,14.87,81,175,30,77,29,38,26,14,9,15,69,25
Abba Lawal,Alabama A&M,2020-21,20.0,5,8,0,0,2,2,2,1,6,2,10,0,20.0,0,2,0,0,1,2,0,1,0,1,2,1
Abdou Ndiaye,Illinois State,2020-21,0.0,15,31,5,15,0,0,6,4,19,9,21,15,14.95,12,24,5,13,0,0,7,6,10,8,12,9
Abdou Tsimbila,Penn State,2020-21,15.0,4,10,0,0,1,3,2,1,6,7,6,3,20.0,3,6,0,0,0,0,0,1,2,5,4,1
Abdoul Karim Coulibaly,Pittsburgh,2020-21,20.0,26,48,1,3,8,12,8,7,9,17,27,12,20.0,19,40,1,3,10,15,11,8,10,15,26,4
Abdul Ado,Mississippi State,2020-21,20.0,29,47,0,0,16,21,11,10,21,21,44,18,20.0,28,54,0,0,10,18,5,5,30,40,52,15
Abdul Mohamed,Montana State,2020-21,20.0,23,52,5,18,16,23,11,6,1,8,52,18,17.8,33,63,7,16,22,29,15,7,4,19,61,18
Abe Kinrade,Air Force,2020-21,20.0,10,19,4,9,0,1,6,4,0,1,7,8,14.6,9,26,5,17,11,14,6,3,2,5,10,5
Abilene Christian,,2020-21,0.0,0,0,0,0,0,0,0,0,0,40,23,6,0.0,0,0,0,0,0,0,0,0,0,45,17,7
Abou Ousmane,North Texas,2020-21,20.0,12,26,0,0,0,6,0,1,3,9,17,10,20.0,9,15,0,0,5,9,1,1,4,6,8,0
Abram Carrasco,Westmont,2020-21,20.0,4,10,1,3,2,4,1,1,0,1,0,3,14.73,2,5,1,2,2,2,3,0,0,0,3,0
Abu Kigab,Boise State,2020-21,20.0,38,90,9,34,19,25,15,14,11,12,27,24,20.0,41,83,8,22,42,60,24,11,7,21,41,16
Ace Stallings,George Washington,2020-21,20.0,0,0,0,0,1,2,0,2,1,1,1,1,20.0,0,0,0,0,0,0,1,0,0,1,0,2
Acton Shirley,IUPUI,2020-21,20.0,2,3,0,0,0,0,1,0,1,0,0,0,20.0,1,3,0,0,0,0,0,0,0,1,0,1
Adam Anhold,Western Illinois,2020-21,20.0,15,34,2,9,10,12,3,1,2,5,19,5,20.0,17,37,1,4,13,18,5,2,8,8,17,5
Adam Flagler,Baylor,2020-21,20.0,37,84,25,47,5,8,17,8,0,13,14,11,14.77,40,88,17,51,29,31,19,13,1,9,20,7
Adam Gotelli,Simpson University,2020-21,20.0,0,1,0,1,0,0,0,0,0,0,0,1,14.83,0,2,0,2,0,0,0,0,0,0,0,0
Adam Hess,UTEP,2020-21,20.0,3,5,2,4,0,1,3,1,0,0,3,0,15.08,3,7,3,6,0,0,1,1,0,1,1,2
Adam Kunkel,Xavier,2020-21,20.0,19,43,8,25,0,0,10,3,1,0,10,5,20.0,23,64,9,42,8,9,15,13,2,1,9,9
Adam Lulka,Albany,2020-21,20.0,10,17,0,0,2,4,5,1,1,9,11,6,20.0,9,15,0,0,8,11,2,2,1,7,15,1
Adam Miller,Illinois,2020-21,20.0,53,123,32,82,14,19,16,13,0,3,44,19,14.83,33,96,17,63,12,19,7,5,1,6,26,14
Adam Moore,Quincy,2020-21,20.0,0,3,0,3,0,0,0,0,0,0,1,0,14.97,1,2,0,1,0,0,0,0,0,0,2,0
Adam Rivera,Texas Permian Basin,2020-21,20.0,1,2,0,0,0,0,1,0,0,1,2,0,15.08,1,3,1,3,0,0,0,0,0,0,3,0
Adam Seiko,San Diego State,2020-21,20.0,20,45,16,37,6,8,10,4,1,1,18,5,18.83,9,33,6,29,4,5,16,6,0,2,14,8
Adam Stoltzfus,Lancaster Bible College,2020-21,20.0,2,4,0,1,0,1,1,0,0,0,1,0,20.0,0,1,0,0,1,2,2,0,1,2,2,1
Adam Thistlewood,Colorado State,2020-21,20.0,33,77,19,56,20,20,8,8,8,9,47,9,19.82,33,64,21,47,19,25,8,4,8,2,36,5
Adam Webb,Trevecca Nazarene,2020-21,20.0,3,7,0,1,0,0,0,0,1,0,0,1,17.95,1,4,1,1,0,0,1,0,1,3,4,0
Adama Sanogo,UConn,2020-21,20.0,31,59,0,0,6,12,3,3,13,17,38,19,18.33,26,46,0,0,7,11,7,6,7,11,32,8
Addison Wallace,Texas State,2020-21,20.0,2,8,0,2,0,0,5,0,0,6,13,6,14.87,2,6,0,1,2,3,4,1,1,0,4,4
Ade Adebayo,UC Davis,2020-21,20.0,2,4,0,1,0,0,1,2,2,1,5,4,20.0,0,1,0,1,0,0,0,0,3,0,1,4
Adefolalrin Adetogun,Maine,2020-21,20.0,4,22,0,12,2,2,4,2,2,2,11,2,20.0,8,17,4,11,2,3,9,3,1,1,6,4
Adetokunbo Bakare,NJIT,2020-21,20.0,4,10,2,5,1,2,2,2,0,1,8,2,20.0,4,15,2,11,0,0,1,2,0,0,2,5
Adham Eleeda,Northern Kentucky,2020-21,20.0,18,50,18,49,1,1,5,2,0,7,18,5,20.0,14,41,13,38,4,4,4,2,0,5,16,5
Admir Besovic,Champion Christian College,2020-21,20.0,8,16,0,0,4,4,2,1,1,4,9,6,14.78,5,7,0,0,1,2,1,0,0,1,7,2
Adong Makuoi,Northern Illinois,2020-21,0.0,14,27,0,0,2,6,4,2,1,15,15,10,20.0,13,25,0,0,11,15,1,1,7,9,10,1
Adonis Arms,Winthrop,2020-21,20.0,37,93,14,42,32,44,22,11,6,16,41,27,20.0,34,77,11,29,17,22,14,7,0,6,36,16
Ador Athuai,Binghamton,2020-21,15.0,1,1,0,0,2,3,0,0,1,2,2,1,20.0,3,4,0,0,0,0,0,0,0,2,3,2
Adrian,,2020-21,0.0,0,0,0,0,0,0,0,0,0,2,3,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
Adrian Adgers,Bethesda,2020-21,20.0,0,11,0,7,2,4,2,1,0,3,4,4,14.83,2,9,0,3,0,2,0,0,0,5,2,1
Adrian Antunez,San Jos̩ St,2020-21,20.0,9,31,3,8,2,2,8,1,0,5,5,7,20.0,10,21,0,0,7,7,12,3,0,2,11,2
Adrian Baldwin Jr,VCU,2020-21,20.0,0,0,0,0,0,0,39,0,0,0,0,0,18.35,0,0,0,0,0,0,42,0,0,0,0,0
Adrian Baldwin Jr.,VCU,2020-21,20.0,28,70,8,25,12,16,5,22,0,12,25,33,18.35,21,69,4,19,23,29,6,23,0,8,28,24
Adrian Cohen,Tusculum,2020-21,20.0,2,3,0,1,0,1,1,0,0,0,0,1,14.95,1,3,0,1,0,0,0,0,0,0,1,0
Adrian Delph,Appalachian State,2020-21,20.0,68,173,32,99,4,7,17,16,8,11,49,24,14.82,50,135,25,72,34,38,16,18,6,4,48,23
Adrian Martin,Western Michigan,2020-21,20.0,14,39,4,18,8,10,5,3,0,3,8,10,17.9,10,33,6,19,5,6,3,5,0,1,11,4
Adrian Nelson,Northern Kentucky,2020-21,20.0,52,82,0,1,6,11,9,12,8,49,79,15,20.0,43,54,0,0,14,32,7,13,6,34,79,14
Adrian Rodriguez,UTSA,2020-21,20.0,12,21,0,0,5,9,5,1,0,6,6,6,17.22,6,10,0,0,1,2,2,2,1,9,10,3
Adric Howe,Southern Virginia,2020-21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.92,1,1,0,0,1,1,0,0,0,0,0,1
Aedan Welch,Mary Hardin-Baylor,2020-21,20.0,2,3,0,0,2,4,1,0,0,0,1,1,14.7,1,1,0,0,0,0,1,0,1,0,0,2
Aguek Arop,San Diego State,2020-21,20.0,14,29,1,5,7,12,3,7,2,9,6,8,18.83,12,20,0,3,1,5,3,4,1,10,4,8
Agwad Elias,Kansas Christian,2020-21,20.0,0,5,0,3,0,0,0,0,1,1,0,4,14.8,1,3,0,2,1,2,0,0,1,0,5,0
Ahamadou Fofana,Canisius,2020-21,20.0,20,57,10,35,10,12,12,6,0,1,18,9,20.0,13,38,5,22,15,20,18,4,0,2,12,12
Aher Uguak,Loyola Chicago,2020-21,20.0,43,68,6,19,14,20,16,14,0,17,51,20,20.0,36,60,4,11,27,34,18,11,1,11,31,14
Ahmad Jeffries,Bluefield State,2020-21,20.0,0,1,0,1,0,0,0,0,0,0,0,0,14.98,0,2,0,1,0,0,0,0,0,0,2,0
Ahmad Rand,Memphis,2020-21,20.0,0,1,0,0,0,0,0,0,0,2,4,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmard Harvey,Coastal Carolina,2020-21,0.0,6,13,0,0,0,1,3,1,4,11,12,9,14.83,9,17,0,0,2,6,3,1,3,5,4,1
Ahmed Ali,Portland,2020-21,20.0,45,100,19,52,36,43,31,4,0,9,21,29,20.0,45,98,17,47,43,51,20,11,0,6,12,17
Ahmed Gustave,St. Andrews,2020-21,20.0,1,5,1,1,3,4,0,0,1,1,4,3,14.8,0,0,0,0,0,0,1,0,0,0,0,0
Ahmil Flowers,High Point,2020-21,20.0,41,89,8,29,27,40,25,10,2,10,26,25,20.0,27,78,2,18,21,31,20,18,3,17,26,19
Ahmir Langlais,Western Carolina,2020-21,20.0,20,42,0,0,4,8,3,2,1,12,27,10,16.68,10,16,0,0,6,16,1,1,1,4,13,5
Ahren Freeman,New Orleans,2020-21,20.0,27,53,1,7,7,9,16,8,6,4,30,30,17.47,27,38,1,2,8,16,16,4,4,7,26,18
Ahron Ulis,Iowa,2020-21,20.0,1,5,0,1,4,4,4,0,0,2,4,1,14.92,2,6,0,2,0,0,10,1,1,2,4,4
Ahsan Asadullah,Lipscomb,2020-21,20.0,96,147,0,1,20,36,51,15,5,33,89,44,20.0,66,130,0,0,30,64,42,9,11,26,62,50
Ahsante Shivers,Southern,2020-21,20.0,8,27,3,13,4,5,3,6,1,0,11,4,14.92,10,29,5,14,2,4,3,5,1,4,11,5
Aidan Cantwell,Colorado Christian,2020-21,20.0,2,4,1,3,0,0,1,0,0,0,5,0,16.48,0,2,0,1,0,0,0,1,0,0,2,1
Aidan Carpenter,Siena,2020-21,20.0,11,32,1,12,4,7,9,4,4,4,7,9,17.93,14,30,4,9,4,8,4,2,1,3,3,6
Aidan Igiehon,Louisville,2020-21,20.0,2,2,0,0,1,4,0,1,0,1,2,0,14.68,3,5,0,0,2,4,0,0,1,3,2,0
Aidan Prukop,Cal Poly,2020-21,20.0,7,28,1,7,3,4,1,4,0,2,11,11,14.88,6,24,0,6,3,3,2,2,1,1,3,5
Aidan Walsh,Hardin-Simmons,2020-21,20.0,6,9,3,4,4,4,1,0,0,0,0,1,14.8,2,7,1,1,0,0,2,0,1,0,2,3
Aiden Terry,Rutgers,2020-21,20.0,0,1,0,1,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0
Air Force,,2020-21,0.0,0,0,0,0,0,0,0,0,0,16,17,21,0.0,0,0,0,0,0,0,0,0,0,24,13,8
Airion Simmons,Abilene Christian,2020-21,20.0,31,71,9,28,22,34,18,22,5,12,52,16,14.67,33,64,7,14,9,11,12,10,4,15,32,18
Aitor Anabitarte,St. Francis (ILL),2020-21,20.0,2,6,0,0,0,0,0,0,0,5,1,1,14.97,0,0,0,0,0,0,0,0,0,0,0,0
Aj McKee,Queens NC,2020-21,20.0,2,4,0,1,0,0,0,4,0,1,2,1,20.0,1,7,1,3,1,2,1,3,0,0,2,2
Ajang Aguek,Northern Arizona,2020-21,20.0,6,17,3,6,3,5,3,1,4,5,12,6,14.9,21,36,0,5,2,6,3,1,5,11,11,7
Ajani Kennedy,UT Martin,2020-21,18.18,29,71,11,27,8,14,9,7,4,17,39,23,20.0,32,79,6,31,13,18,16,8,5,14,36,20
Ajare Sanni,UC Santa Barbara,2020-21,20.0,35,101,15,52,19,28,29,6,0,7,22,14,20.0,40,91,22,43,20,23,7,6,0,2,30,15
Ajay Singh,Westmont,2020-21,20.0,3,3,0,0,0,0,1,0,0,0,1,0,14.73,1,2,0,0,1,2,0,0,0,0,3,1
Ajdin Toskic,Dickinson State,2020-21,20.0,2,6,0,2,1,1,0,0,0,0,0,1,14.8,1,3,1,2,0,0,0,0,0,1,1,1
Ajiri Ogemuno-Johnson,Rider,2020-21,20.0,30,55,0,1,22,28,14,3,5,29,31,15,14.97,34,48,0,0,22,31,3,2,5,24,32,14
Akeem Odusipe,Vanderbilt,2020-21,0.0,2,3,0,0,0,1,0,0,0,2,0,1,14.95,0,3,0,0,0,1,2,0,1,4,4,1
Akeemis Williams,Chowan,2020-21,0.0,0,0,0,0,0,0,0,0,0,0,1,0,14.95,0,1,0,1,0,0,0,0,0,0,2,0
Akok Akok,UConn,2020-21,20.0,4,6,1,1,0,0,1,0,1,0,2,0,18.22,0,2,0,2,0,0,0,0,0,0,1,0
Akron,,2020-21,0.0,0,0,0,0,0,0,0,0,0,30,24,7,0.0,0,0,0,0,0,0,0,0,0,40,23,4
Akrum Ahemed,Canisius,2020-21,20.0,2,9,0,5,1,1,4,1,0,1,5,3,15.27,2,6,2,5,6,6,0,1,0,0,2,1
Al Durham,Indiana,2020-21,20.0,41,97,22,43,24,32,22,4,2,4,31,20,17.68,36,96,13,40,46,56,35,8,1,5,32,12
Al-Amir Dawes,Clemson,2020-21,20.0,36,89,20,58,5,7,21,10,3,3,15,16,19.97,35,78,21,47,13,18,19,9,1,4,24,18
Alabama,,2020-21,0.0,0,0,0,0,0,0,0,0,0,36,38,2,0.0,0,0,0,0,0,0,0,0,0,34,28,4
Alabama A&M,,2020-21,0.0,0,0,0,0,0,0,0,0,0,21,21,4,0.0,0,0,0,0,0,0,0,0,0,15,12,1
Alabama State,,2020-21,0.0,0,0,0,0,0,0,0,0,0,41,16,5,0.0,0,0,0,0,0,0,0,0,0,38,11,6
Alan Griffin,Syracuse,2020-21,20.0,61,153,32,89,20,22,28,20,20,25,61,27,20.0,65,140,20,63,27,29,21,10,22,17,51,28
Alanzo Frink,South Carolina,2020-21,20.0,0,1,0,0,0,0,0,0,0,0,1,1,20.0,1,1,0,0,0,0,0,0,0,0,0,0
Alassane Ba,St. Louis Pharmacy,2020-21,20.0,1,4,0,1,0,0,1,0,0,1,1,2,14.77,0,0,0,0,0,0,0,0,0,0,1,0
Albany,,2020-21,0.0,0,0,0,0,0,0,0,0,0,20,21,4,0.0,0,0,0,0,0,0,0,0,0,24,7,4
Albert Scott,Morgan St,2020-21,20.0,2,4,0,0,2,2,1,1,1,2,5,4,14.98,1,4,0,0,0,0,1,0,0,2,1,3
Alcorn State,,2020-21,0.0,0,0,0,0,0,0,0,0,0,23,10,9,0.0,0,0,0,0,0,0,0,0,0,24,8,3
Alec Loehr,Navy,2020-21,20.0,4,6,0,0,5,7,1,3,0,1,4,3,20.0,1,4,0,0,0,0,1,2,0,1,5,0
Alec Oberhauser,Doane,2020-21,20.0,1,6,1,5,0,0,1,1,0,0,1,0,14.73,0,0,0,0,1,2,1,0,1,0,1,0
Alec Oglesby,Cleveland State,2020-21,20.0,23,57,16,34,7,10,7,8,1,3,18,8,20.0,11,32,8,23,6,6,7,2,0,2,10,6
Alec Pfriem,Bellarmine,2020-21,20.0,28,52,5,10,15,22,11,3,3,9,27,13,14.9,20,28,3,5,4,5,7,1,0,5,21,5
Alec Woodard,Austin Peay,2020-21,20.0,13,57,6,32,2,2,15,17,1,12,20,8,20.0,26,55,18,44,7,11,9,5,0,5,17,11
Aleem Ford,Wisconsin,2020-21,20.0,45,123,20,69,6,7,16,11,9,14,63,16,17.98,50,112,25,62,19,25,17,8,7,12,38,12
Alejandro Ralat,Florida Atlantic,2020-21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.85,0,2,0,1,0,0,1,0,0,0,1,3
Alejandro Vasquez,St. Bonaventure,2020-21,20.0,14,56,9,25,13,16,9,6,0,3,10,9,19.25,7,23,4,13,9,11,5,4,1,3,5,4
Aleks Novakovich,Delaware,2020-21,20.0,5,12,3,10,2,3,0,2,0,4,6,5,17.82,4,14,4,11,1,2,1,0,0,4,10,3
Aleksa Matic,Oakwood,2020-21,20.0,10,22,7,16,5,5,4,5,2,5,9,3,16.78,12,26,5,15,5,6,1,2,3,1,8,4
Aleksa Popovic,McKendree,2020-21,20.0,1,5,0,2,0,0,0,1,0,0,0,1,14.93,0,0,0,0,0,0,1,0,0,0,0,4
Aleksandar Davitkov,McKendree,2020-21,20.0,3,11,1,5,0,0,5,0,0,4,2,2,14.93,2,5,0,2,0,2,0,0,1,1,2,2
Aleksandar Pantellic,Dalton State,2020-21,20.0,1,4,0,1,0,0,1,0,0,0,1,1,19.57,1,4,1,4,0,0,1,1,0,1,0,3
Alem Huseinovic,Nevada,2020-21,20.0,7,16,5,12,2,2,3,0,0,2,3,4,19.43,3,14,1,8,4,4,2,2,0,1,6,1
Alessandro Lever,Grand Canyon,2020-21,20.0,60,113,15,39,15,30,20,4,2,16,28,28,14.87,42,93,10,32,28,41,17,2,2,15,45,10
Alex Arians,South Dakota State,2020-21,20.0,34,78,13,30,18,21,25,4,2,2,53,19,19.75,35,62,13,29,37,42,28,4,4,0,47,21
Alex Barcello,BYU,2020-21,20.0,71,141,26,59,20,24,63,9,0,5,57,31,14.97,73,136,26,50,44,53,46,14,0,8,50,22
Alex Caldwell,North Carolina Central,2020-21,20.0,6,14,1,4,0,0,0,0,1,0,3,3,20.0,1,6,1,5,6,6,0,0,0,0,4,1
Alex Capitano,Colgate,2020-21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.92,1,1,0,0,0,0,0,0,0,1,0,0
Alex Cartwright,Regis Univ,2020-21,20.0,3,8,0,1,2,2,0,0,0,2,6,2,17.85,5,12,2,7,0,0,0,0,0,1,4,2
Alex Christie,Stony Brook,2020-21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.93,1,1,0,0,0,0,1,0,0,1,0,0
Alex Ducas,Saint Mary's,2020-21,20.0,21,51,10,33,8,11,3,4,1,9,32,12,17.62,13,33,6,20,6,6,2,3,0,3,14,4
Alex Ferguson,Fresno Pacific,2020-21,20.0,0,4,0,3,1,2,0,1,2,1,6,1,14.87,2,5,1,3,0,2,0,2,0,2,6,2
Alex Forde,Toccoa Falls,2020-21,20.0,7,17,6,14,0,0,0,0,0,0,1,2,14.95,3,10,3,10,3,4,1,1,0,0,0,2
Alex Hemenway,Clemson,2020-21,20.0,18,48,14,39,10,10,8,3,2,0,16,12,14.93,13,30,9,20,5,7,6,5,0,0,7,6
Alex Holt,High Point,2020-21,20.0,22,48,1,3,13,23,4,3,4,17,18,8,20.0,8,23,0,1,8,9,4,1,1,12,12,6
Alex Huibregtse,Wright State,2020-21,20.0,10,43,9,39,0,0,11,7,0,2,14,5,18.35,6,20,5,19,2,2,8,5,0,1,14,1
Alex Hunter,Furman,2020-21,20.0,51,101,33,76,4,5,50,9,0,3,42,15,14.95,41,97,26,71,16,17,37,15,0,6,31,15
Alex Jones,Lipscomb,2020-21,20.0,6,13,3,8,0,0,8,1,0,1,8,2,20.0,2,6,1,2,0,0,6,5,0,2,6,4
Alex King,Army,2020-21,20.0,49,92,12,41,5,12,9,6,0,8,30,20,14.95,39,71,11,30,11,23,14,4,5,7,28,24
Alex Klatsky,,2020-21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
Alex Kotov,Illinois State,2020-21,20.0,0,6,0,1,0,0,2,1,0,4,8,5,14.95,0,4,0,1,0,2,1,1,1,3,1,3
Alex Lomax,Memphis,2020-21,20.0,11,32,3,9,11,16,33,12,2,7,21,14,17.62,24,43,2,5,21,29,39,18,4,7,20,20
Alex Matthews,Evansville,2020-21,20.0,3,7,0,1,3,3,1,0,0,4,2,3,14.68,0,4,0,4,0,2,0,0,1,1,1,0
Alex Merkviladze,CSU Northridge,2020-21,20.0,34,88,15,41,5,8,10,1,1,12,60,14,14.73,42,78,11,27,12,22,10,4,4,11,50,11
