player_name,team,season,h1_min,h1_FGM,h1_FGA,h1_3PM,h1_3PA,h1_FTM,h1_FTA,h1_AST,h1_STL,h1_BLK,h1_ORB,h1_DRB,h1_TO,h2_min,h2_FGM,h2_FGA,h2_3PM,h2_3PA,h2_FTM,h2_FTA,h2_AST,h2_STL,h2_BLK,h2_ORB,h2_DRB,h2_TO
AJ Brown,Ohio,2024-25,71.37,61,133,32,73,28,34,17,21,1,9,29,16,78.88,56,119,19,60,42,53,14,16,1,20,31,20
AJ Burgin,Idaho State,2024-25,85.77,27,87,21,67,3,4,14,6,0,6,25,12,79.62,26,81,18,57,7,8,16,6,0,8,28,6
AJ Casey,,2024-25,0.0,0,0,0,0,0,0,0,0,1,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
AJ Clark,VMI,2024-25,81.08,20,48,1,11,11,17,17,22,13,11,51,13,133.38,31,46,4,8,25,37,20,32,16,13,55,11
AJ Clayton,Ohio,2024-25,88.62,61,146,31,93,21,25,16,12,26,18,58,15,128.9,78,137,33,76,29,40,10,4,17,14,50,15
AJ Dancler,Le Moyne,2024-25,38.57,62,148,23,69,22,27,43,22,2,4,55,39,62.33,62,135,29,70,40,53,40,6,4,8,25,31
AJ Esposito,St. Joe's LI,2024-25,20.0,0,1,0,1,0,0,1,1,0,0,2,1,14.68,1,6,1,4,0,0,0,0,0,0,0,1
AJ Ferguson,Murray State,2024-25,12.97,49,116,17,51,25,40,18,18,7,10,69,28,36.38,59,128,19,47,44,64,18,12,6,31,62,28
AJ George,SMU,2024-25,29.17,4,8,0,1,1,2,2,2,1,3,9,4,45.87,5,7,0,1,5,7,2,0,0,0,3,2
AJ Hess,Cleary U,2024-25,20.0,3,9,2,6,0,0,0,0,0,0,2,0,14.7,4,10,3,9,0,0,0,0,0,0,1,1
AJ Hoggard,Vanderbilt,2024-25,92.62,54,153,13,49,19,28,73,23,5,3,49,28,132.45,47,137,11,42,46,61,70,15,3,6,22,41
AJ Hopkins,UT Martin,2024-25,76.68,21,43,15,36,0,0,3,8,2,7,27,4,85.9,5,32,4,24,2,2,2,2,3,7,22,3
AJ Judd,Fredonia St,2024-25,20.0,0,1,0,1,0,0,0,0,0,0,0,0,19.72,0,0,0,0,0,0,0,0,0,0,0,0
AJ LaBeau,Cornell,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
AJ Levine,Pennsylvania,2024-25,46.65,17,58,3,21,3,6,15,12,1,5,22,11,73.83,17,45,8,22,9,14,30,13,1,6,27,17
AJ Lopez,Maine,2024-25,96.23,75,163,25,62,31,35,19,13,2,2,35,21,162.2,82,171,26,70,60,67,17,12,3,3,31,24
AJ Lux,Bellarmine,2024-25,59.67,14,34,9,25,6,7,6,3,2,9,16,3,47.42,8,22,6,17,5,5,4,5,1,4,13,1
AJ McGinnis,Wichita State,2024-25,110.57,27,69,20,57,4,6,6,6,2,2,10,10,67.15,17,44,12,34,3,3,4,2,1,1,4,4
AJ McKee,Milwaukee,2024-25,91.22,63,154,21,70,23,27,25,23,5,22,28,20,111.93,51,130,13,48,30,49,18,12,3,7,25,26
AJ Piedra,Mt Saint Mary,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.98,2,5,1,3,0,0,0,0,0,0,1,0
AJ Redd,Illinois,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
AJ Rodriguez,Cornell,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,18.02,1,4,0,1,0,1,0,0,0,1,3,0
AJ Smith,Charleston,2024-25,128.52,84,212,17,63,59,74,23,25,6,55,86,31,183.53,91,199,16,56,85,108,25,21,11,57,78,35
AJ Staton-McCray,Miami,2024-25,20.0,0,0,0,0,0,0,12,0,0,0,0,0,14.62,0,0,0,0,0,0,7,0,0,0,0,0
AJ Storr,Kansas,2024-25,95.43,41,101,14,44,19,29,15,1,2,4,18,15,93.62,30,84,10,30,15,18,8,9,4,9,24,14
AJ Swinton,Florida State,2024-25,62.97,13,36,6,16,5,8,9,3,1,7,12,9,51.43,13,27,3,9,7,13,3,4,1,3,14,4
AJ Wills,Wyoming,2024-25,20.0,0,0,0,0,0,0,19,0,0,0,0,0,16.25,0,0,0,0,0,0,15,0,0,0,0,0
AK Okereke,Cornell,2024-25,91.02,79,143,8,34,35,43,64,22,7,20,50,23,126.13,66,102,9,19,54,70,53,9,21,13,48,31
Aa'Reyon Munir-Jones,Coppin State,2024-25,23.82,1,4,1,3,2,2,0,0,0,2,4,5,19.82,4,10,1,4,5,7,3,3,1,0,4,0
Aaiden Ashton,Williamwds,2024-25,20.0,1,5,1,3,0,0,0,0,0,0,0,0,17.57,0,0,0,0,0,2,0,0,0,0,0,0
Aamari Smith,Whittier,2024-25,20.0,3,12,1,5,8,8,0,1,1,0,1,1,14.7,4,7,1,3,2,2,0,0,0,0,0,0
Aamyr Sullivan,Regis,2024-25,20.0,0,6,0,4,0,0,5,0,0,0,2,2,14.8,4,7,1,4,0,0,0,1,0,0,2,1
Aaron Bradshaw,Ohio State,2024-25,66.32,30,62,8,21,12,14,5,4,8,10,22,5,46.43,18,37,1,11,10,16,0,8,7,11,17,3
Aaron Brown,Va Wesleyn,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.78,0,1,0,1,0,0,0,0,0,0,0,0
Aaron Cooley,Brown,2024-25,73.12,48,118,16,48,16,28,19,5,9,19,64,11,96.05,49,91,6,23,21,42,15,10,7,20,46,17
Aaron Davis,Bryant,2024-25,15.0,7,23,2,14,0,0,0,2,3,2,3,0,19.75,13,27,5,16,3,4,1,0,1,2,2,2
Aaron Davis Ii,Pur-Calmet,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,1,14.88,0,1,0,0,0,0,0,0,0,0,0,0
Aaron Franklin,Milwaukee,2024-25,66.28,9,24,1,9,5,9,2,2,1,9,12,5,69.9,17,35,4,15,7,10,5,4,4,9,13,3
Aaron Gray,Indiana State,2024-25,37.78,36,76,7,32,18,24,4,6,2,19,55,9,43.07,51,78,10,26,38,48,9,6,3,22,46,13
Aaron Hernandez,Life Pacific,2024-25,0.0,1,6,1,4,0,0,2,0,0,2,4,1,14.92,2,9,1,5,0,0,4,2,0,2,7,1
Aaron Hunkin-Claytor,Hawai'i,2024-25,67.88,13,38,3,10,10,12,34,8,2,1,31,14,90.63,22,50,6,12,16,26,35,12,2,8,21,15
Aaron McBride,Loyola Marymount,2024-25,45.57,22,36,0,0,9,12,23,8,12,20,29,10,18.57,25,35,0,0,11,15,11,8,13,17,23,1
Aaron Nkrumah,Tennessee State,2024-25,80.0,56,146,12,48,20,27,62,32,8,15,64,27,137.45,60,135,16,46,55,77,28,18,7,24,56,50
Aaron Oh,Georgia St,2024-25,20.0,1,1,1,1,0,0,1,0,0,0,0,0,14.68,0,0,0,0,0,0,0,0,0,0,0,1
Aaron Pizana,,2024-25,2.9,1,6,1,4,2,4,1,1,0,0,2,3,0.0,1,3,0,1,1,2,0,1,1,0,3,1
Aaron Potter,Texas A&M-CC,2024-25,20.0,8,23,6,18,2,2,6,8,2,0,6,6,14.7,11,26,8,20,2,4,5,3,1,2,8,8
Aaron Powell,Rice,2024-25,39.67,15,40,10,27,11,14,5,4,0,1,8,8,28.1,6,23,4,18,4,5,2,1,0,1,4,6
Aaron Price Jr,Cal Poly,2024-25,0.0,0,0,0,0,0,0,1,0,0,0,0,0,14.87,0,0,0,0,0,0,2,0,0,0,0,0
Aaron Price Jr.,Cal Poly,2024-25,37.65,31,57,4,15,7,10,2,3,1,12,13,10,58.95,25,46,6,14,9,11,2,2,1,11,14,7
Aaron Reddish,UAlbany,2024-25,20.0,5,13,2,7,1,2,0,0,0,0,1,4,19.73,6,16,3,8,7,12,2,3,0,1,7,2
Aaron Sanchez,Elms College,2024-25,20.0,3,7,0,2,1,3,1,0,0,2,3,0,14.77,0,4,0,1,0,0,0,0,0,0,0,0
Aaron Scott,St. John's,2024-25,71.23,41,124,24,82,11,12,17,27,9,27,42,11,153.0,60,141,22,81,19,26,14,23,10,36,38,12
Aaron Smith,Alabama A&M,2024-25,41.58,3,23,1,8,6,8,6,2,0,11,16,8,25.6,5,18,1,8,7,12,7,5,4,6,9,3
Aaron Strings,Santa Barbara,2024-25,20.0,1,4,0,1,0,0,0,0,0,0,0,0,17.5,1,2,0,0,0,0,0,0,0,0,1,1
Aaron Thompson,Asbury,2024-25,20.0,0,1,0,1,0,0,0,0,0,0,0,0,14.65,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Tims,,2024-25,1.27,2,6,0,1,0,0,0,0,1,2,0,0,0.0,2,4,0,0,1,2,0,0,0,1,1,0
Aaron Zalescik,Merch Marn,2024-25,20.0,0,2,0,0,0,0,0,0,0,0,1,2,14.85,0,4,0,3,0,0,0,1,1,0,1,0
Aaryn Medina,Texas St,2024-25,20.0,1,3,0,1,0,0,1,0,0,2,1,1,14.77,1,3,1,2,0,0,0,0,0,0,1,0
Ababacar Thiam,William Peace,2024-25,20.0,0,0,0,0,0,0,1,0,0,0,1,1,14.48,0,0,0,0,1,2,0,0,0,0,0,1
Abdi Bashir Jr,Monmouth,2024-25,0.0,0,0,0,0,0,0,23,0,0,0,0,0,14.82,0,0,0,0,0,0,26,0,0,0,0,0
Abdi Bashir Jr.,Monmouth,2024-25,69.3,90,242,62,150,40,42,10,4,1,3,39,41,136.58,107,286,51,147,46,58,9,14,1,3,33,41
Abdou Khadre Kebe,Mount St. Mary's,2024-25,39.05,13,45,6,26,5,7,8,9,1,7,15,18,25.77,7,28,3,17,4,5,4,4,0,3,11,10
Abdou Samb,Towson,2024-25,41.63,17,29,0,0,7,8,6,3,5,19,15,5,27.58,3,13,0,0,2,2,4,1,3,10,4,6
Abdou Tsimbila,Fordham,2024-25,41.58,26,56,0,0,13,14,4,7,18,28,47,24,89.35,43,71,0,0,8,16,4,2,23,39,44,19
Abdoulaye Kourouma,Johnson Wales,2024-25,20.0,0,0,0,0,0,2,0,1,1,1,1,0,14.53,2,2,0,0,0,0,0,0,0,2,2,1
Abdoulaye Thiam,High Point,2024-25,88.3,47,93,20,51,17,21,6,7,1,2,24,13,75.87,29,62,5,24,15,17,6,4,0,3,10,7
Abdul Mansaray,Mitchell,2024-25,20.0,0,1,0,0,0,0,0,0,0,1,0,0,14.33,0,0,0,0,0,0,0,0,0,0,0,0
Abdul Momoh,Central Connecticut,2024-25,74.78,51,85,0,0,21,30,15,10,19,17,58,23,125.47,48,81,0,1,20,42,16,9,26,30,63,17
Abdul Seck,,2024-25,13.53,1,1,0,0,0,0,0,0,0,0,0,1,0.0,1,2,0,0,1,1,0,0,0,0,0,0
Abdul-Jaleel Ibrahim,SUNY Delhi,2024-25,20.0,0,2,0,2,0,0,0,0,0,0,0,0,14.72,2,4,1,2,0,0,0,0,0,0,2,1
Abdulai Fanta Kabba,Denver,2024-25,34.68,12,24,0,0,1,10,5,6,9,8,28,11,54.32,19,26,0,0,5,16,4,5,12,13,28,11
Abel Hutchinson,SD Tech,2024-25,20.0,0,6,0,1,0,0,0,0,0,1,2,0,14.7,0,1,0,0,0,0,2,0,0,0,1,0
Abiah Charles,PSU Altoona,2024-25,20.0,1,3,0,0,0,0,3,0,1,0,1,0,14.57,0,3,0,2,0,0,0,1,0,1,0,0
Abilene Christian,,2024-25,0.0,0,0,0,0,0,0,0,0,0,43,28,6,0.0,0,0,0,0,0,0,0,0,0,55,30,6
Abou Magassa,Wyoming,2024-25,63.38,23,33,0,2,8,16,5,6,7,27,33,10,69.65,19,24,0,0,7,14,0,3,5,14,35,4
Abou Ousmane,Oklahoma State,2024-25,74.32,77,154,13,28,38,59,6,24,18,25,51,30,143.45,69,138,4,13,57,72,18,10,17,38,61,27
Aboubacar Traore,Louisville,2024-25,92.58,25,50,1,4,5,6,8,9,5,16,33,16,76.37,23,35,0,0,15,25,6,2,5,21,32,11
Abramo Canka,Stetson,2024-25,29.57,40,89,11,28,12,18,16,12,9,9,37,17,36.35,40,83,9,26,14,23,17,11,4,12,49,9
Ace Bailey,Rutgers,2024-25,80.7,104,208,20,55,29,40,19,12,20,26,66,34,121.47,90,208,25,72,39,59,16,16,16,31,74,23
Ace Baldwin Jr,Penn State,2024-25,20.0,0,0,0,0,0,0,80,0,0,0,0,0,14.65,0,0,0,0,0,0,86,0,0,0,0,0
Ace Baldwin Jr.,Penn State,2024-25,53.72,47,139,18,57,55,60,12,36,0,6,36,45,104.03,59,147,19,68,92,99,28,31,1,7,33,57
Ace Bibbs,,2024-25,2.87,1,1,0,0,2,2,0,0,0,1,2,0,0.0,1,3,0,1,0,0,0,0,0,1,0,0
Ace Talbert,St Francis PA,2024-25,20.0,8,26,5,14,4,5,3,1,1,1,4,4,14.52,9,18,6,12,2,7,5,2,0,0,6,4
Ace Valentine,UMBC,2024-25,73.13,46,90,15,34,19,31,45,18,1,6,37,20,78.35,42,80,2,17,17,21,44,12,1,2,29,26
Achile Spadone,Bucknell,2024-25,71.63,41,107,14,52,20,23,24,22,3,20,64,27,127.33,47,100,13,34,37,44,23,16,3,13,40,14
Achor Achor,Kansas St,2024-25,20.0,10,22,1,4,5,5,4,3,0,4,7,3,18.55,9,13,1,3,3,7,1,2,0,3,5,4
Adam Barbieri,,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Adam Bello,Bowdoin,2024-25,20.0,0,1,0,0,0,0,0,1,0,0,1,0,19.73,0,0,0,0,0,0,0,0,0,0,0,0
Adam Clark,Merrimack,2024-25,69.55,112,250,8,32,26,36,100,51,1,11,56,57,153.2,139,313,12,37,79,102,93,34,1,29,50,45
Adam Comer,Charleston,2024-25,4.25,2,2,0,0,0,0,1,0,0,0,2,0,27.53,0,1,0,0,0,1,0,1,1,3,3,0
Adam Damian,Chapman,2024-25,20.0,1,3,0,1,0,0,1,0,0,1,0,1,15.23,0,0,0,0,0,0,0,0,3,0,0,0
Adam Hamilton,Lamar,2024-25,80.03,55,116,0,2,16,31,21,8,30,33,65,18,144.5,68,145,0,0,32,55,16,19,23,50,72,19
Adam Hinton,Cornell,2024-25,97.18,25,56,14,34,9,11,12,5,3,7,20,6,71.78,13,31,8,24,8,12,2,4,0,4,12,8
Adam Hobson,Michigan Tech,2024-25,20.0,0,4,0,2,0,0,0,0,0,0,0,0,19.62,2,2,2,2,1,2,0,0,0,0,0,0
Adam Miller,Arizona State,2024-25,79.63,46,109,24,61,21,29,31,15,0,7,22,15,101.58,49,103,29,64,8,11,21,14,1,7,24,21
Adam Montoya,UT Rio Grande,2024-25,0.0,0,1,0,0,0,0,0,0,0,0,0,0,17.63,1,1,1,1,0,0,0,0,0,0,0,0
Adam Moussa,California Baptist,2024-25,58.22,24,63,9,30,4,4,49,15,5,2,26,23,52.4,26,62,12,30,9,14,49,17,2,4,27,26
Adam Njie,Iona,2024-25,93.2,56,152,7,40,28,36,70,25,1,2,41,37,156.07,90,207,20,60,31,40,57,31,1,15,32,55
Adam Njie Jr,Iona,2024-25,20.0,0,0,0,0,0,0,4,0,0,0,0,0,19.63,0,0,0,0,0,0,2,0,0,0,0,0
Adam Njie Jr.,Iona,2024-25,20.0,5,8,3,3,0,0,0,0,0,1,0,0,19.63,1,4,0,1,4,5,0,0,0,0,0,2
Adam Rickman,Missouri S&T,2024-25,20.0,1,1,0,0,0,0,0,0,0,0,1,0,17.42,0,0,0,0,0,0,2,0,0,0,1,1
Adam Sarlan,Elms College,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.98,0,2,0,0,0,0,0,0,0,1,0,0
Adam Shoff,Montana,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Adam Silas,Kean,2024-25,20.0,2,4,1,1,2,2,0,0,0,1,4,4,17.18,2,3,0,1,0,0,0,0,0,0,0,0
Adam Tauer,,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,11.83,1,1,0,0,0,0,0,0,1,0,0,0
Adama-Alpha Bal,Santa Clara,2024-25,48.78,56,140,34,91,24,28,39,11,2,2,31,23,56.82,56,136,28,77,34,42,47,4,1,3,35,18
Adan Madera,SUNY Delhi,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.97,0,2,0,0,2,2,0,1,1,1,0,1
Adan Madera Block.,SUNY Delhi,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.97,1,1,0,0,0,0,0,0,0,0,0,0
Adan Madera Offensive Rebound.,SUNY Delhi,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.97,1,1,0,0,0,0,0,0,0,0,0,0
Adan Madera Steal.,SUNY Delhi,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.97,1,1,0,0,0,0,0,0,0,0,0,0
Adan Madera Turnover.,SUNY Delhi,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.97,1,1,0,0,0,0,0,0,0,0,0,0
Adante' Holiman,Georgia Southern,2024-25,68.77,56,142,32,97,23,28,26,12,0,5,29,23,123.42,73,165,45,100,38,48,30,16,4,2,15,19
Adarius Oliver,Mobile,2024-25,20.0,1,1,0,0,0,0,0,0,0,0,0,2,14.52,2,3,0,0,0,0,0,0,0,0,2,0
Aday Mara,UCLA,2024-25,70.27,35,59,0,0,8,14,11,3,21,26,28,13,55.95,38,62,0,0,25,45,16,3,23,24,28,10
Adbulai Fanta Kabba,S Dakota St,2024-25,20.0,0,1,0,0,0,0,0,0,0,0,0,0,14.82,2,2,0,0,0,0,0,0,0,1,1,0
Addison Patterson,Northwestern State,2024-25,88.55,62,151,7,35,35,51,55,23,5,16,57,37,124.42,69,150,9,26,69,89,40,19,8,24,62,40
Addison Phifer,Elms College,2024-25,20.0,0,2,0,2,0,0,0,0,0,0,0,0,14.77,0,0,0,0,0,0,0,0,2,0,0,2
Adelyes Reaves,Trinity (FL),2024-25,20.0,1,3,0,0,0,0,0,0,0,0,3,2,14.67,0,2,0,0,1,2,0,0,1,1,0,1
Ademide Badmus,Gardner-Webb,2024-25,69.45,24,45,1,1,8,11,12,8,2,13,41,20,69.18,17,23,0,0,7,16,11,4,2,17,39,13
Ademola Oladipo,Alabama A&M,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15.72,0,4,0,0,0,0,0,0,0,3,1,0
Aden Goffe,Elms College,2024-25,20.0,2,6,0,2,0,0,0,1,0,1,2,3,14.77,1,3,0,2,0,0,0,1,0,1,1,2
Aden Holloway,Alabama,2024-25,152.82,73,159,46,112,16,24,36,12,1,4,36,26,145.02,66,145,40,98,28,34,30,14,0,3,24,19
Aden Mendez,Abilene Chrstn,2024-25,20.0,0,1,0,1,0,0,0,0,0,0,0,0,14.57,0,2,0,1,0,0,1,0,0,0,1,0
Aden Slone,Asbury,2024-25,20.0,0,2,0,1,0,0,0,1,0,0,1,1,14.65,1,4,1,4,0,0,0,0,0,0,1,0
Adeola Seun,Wayland,2024-25,20.0,0,2,0,0,0,0,0,0,0,1,1,0,14.6,0,2,0,0,0,0,0,0,0,1,0,0
Adetokunbo Bakare,Saint Peter's,2024-25,58.55,22,53,13,40,13,14,6,7,0,7,19,6,62.52,18,52,12,34,5,6,7,6,1,11,22,3
Adewale Fasanmi,SUNY-Brockport,2024-25,20.0,1,4,0,0,0,2,0,0,0,2,0,0,14.73,1,1,0,0,1,2,0,0,0,0,1,0
Adin Daniels,Erskine,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.92,0,1,0,1,0,0,0,0,0,0,0,0
Adonis Caneris,New College FL,2024-25,20.0,0,1,0,1,0,0,0,0,0,0,0,0,16.0,0,1,0,1,0,0,0,0,0,0,0,0
Adonis Holiman,E Texas A&M,2024-25,20.0,0,1,0,1,0,0,0,1,0,0,1,0,19.77,0,0,0,0,0,0,1,0,0,0,0,2
Adonnis Tolbert,,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
Adou Thiero,Arkansas,2024-25,47.32,63,127,7,26,40,63,23,22,10,18,52,26,58.78,73,120,4,14,75,104,26,23,9,30,54,18
Adrame Diongue,San Jos̩ St,2024-25,20.0,0,1,0,1,0,0,0,0,0,0,0,0,14.72,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Alicea,Mitchell,2024-25,20.0,1,1,1,1,0,0,0,0,0,0,0,1,14.33,0,0,0,0,1,3,0,0,0,0,0,1
Adrian Body,FTLAUD,2024-25,20.0,1,1,0,0,0,0,0,1,1,0,0,1,14.67,0,2,0,1,0,0,0,0,0,0,0,0
Adrian Brown,,2024-25,5.92,5,18,4,15,4,7,0,2,0,2,6,0,0.0,3,11,1,8,4,4,2,0,0,2,3,2
Adrian Kopec,John Jay Col,2024-25,20.0,1,1,0,0,0,0,0,0,0,0,1,0,14.67,0,2,0,1,1,2,0,0,0,0,0,0
Adrian Moore,New College FL,2024-25,20.0,0,2,0,1,0,0,2,2,0,0,1,2,16.0,2,4,1,2,0,0,1,1,0,0,3,1
Adrian Price,,2024-25,5.18,0,2,0,0,0,0,0,0,0,1,1,1,0.0,0,1,0,0,1,2,0,1,0,0,2,1
Adrian Samuels,American University,2024-25,20.0,1,6,0,3,1,2,3,1,0,1,6,2,14.53,0,2,0,1,1,2,0,1,0,0,2,2
Adrian Uchidiuno,Brown,2024-25,57.77,11,21,4,11,6,9,3,3,1,3,8,4,53.68,7,14,2,7,2,2,3,4,0,1,4,3
Adrian Walker,Trinitybp,2024-25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17.97,0,0,0,0,1,2,0,0,0,0,0,0
Adrian Wooley,Kennesaw State,2024-25,69.93,99,205,40,95,49,67,65,21,2,27,68,54,148.93,107,197,33,78,73,94,50,25,1,15,62,54
Adrion Wall,Apprentice,2024-25,20.0,7,13,4,8,1,2,1,1,0,0,3,0,16.05,2,6,1,4,3,3,1,0,0,0,1,1
Aedan Lewis,SW Univ TX,2024-25,20.0,1,3,0,0,5,6,1,0,1,0,1,0,14.6,0,0,0,0,2,4,0,0,0,0,0,0
Afamdi Achufusi,Bowdoin,2024-25,20.0,2,4,0,0,0,0,3,1,0,0,1,0,19.73,2,6,1,3,0,0,0,0,0,0,3,1
Afan Trnka,UT Martin,2024-25,89.68,47,125,21,73,9,15,58,15,6,8,25,44,93.55,44,99,18,51,23,31,31,19,3,6,15,29
Aguek Deng,,2024-25,4.47,1,3,0,0,0,0,0,1,2,0,1,1,0.0,0,4,0,1,0,0,1,0,2,2,6,0
Ahamad Bynum,UTEP,2024-25,70.0,47,126,32,78,13,19,13,8,5,1,27,10,61.37,45,93,33,62,23,26,11,12,0,2,17,18
Ahian Barnett,UHSP,2024-25,20.0,2,15,1,6,2,2,1,0,0,0,1,2,14.58,3,11,0,2,2,2,0,1,0,1,1,4
Ahijaa Sweeney,Bluefield U,2024-25,20.0,0,0,0,0,2,2,0,1,0,0,0,0,14.38,1,2,0,0,0,3,1,1,0,0,0,1
Ahmad Henderson II,UIC,2024-25,78.55,66,142,26,65,37,42,40,18,0,6,46,33,74.55,36,113,14,54,60,66,36,20,0,3,27,24
Ahmad Kennedy,SW Christi,2024-25,20.0,2,8,2,6,0,0,3,3,0,0,1,1,14.65,2,3,1,2,0,0,2,1,0,0,3,2
Ahmad Nowell,UConn,2024-25,15.88,4,13,1,7,4,6,12,3,2,2,6,5,18.63,0,4,0,4,0,0,5,0,0,1,1,0
Ahmad Raymond,,2024-25,1.12,4,18,1,8,2,6,6,2,0,1,5,11,0.0,4,12,1,5,6,6,5,0,1,4,4,6
Ahmad Robinson,Mercer,2024-25,47.82,77,190,22,68,37,60,70,25,3,11,78,58,97.25,94,215,24,78,93,119,78,31,2,7,55,64
Ahmad Webster,,2024-25,1.58,3,12,1,4,1,2,3,1,0,1,2,5,0.0,1,5,0,2,0,2,4,1,0,0,0,6
Ahmed Barba-Bey,Fairleigh Dickinson,2024-25,43.88,45,107,19,62,10,13,26,9,8,11,45,21,34.1,36,89,22,55,21,26,22,8,1,8,38,17
Ahmed Essahaty,SE Louisiana,2024-25,41.83,8,15,3,5,0,0,15,3,1,3,16,12,34.88,5,12,1,4,2,6,6,2,1,2,14,7
Ahmed Toure,Medgar Evers,2024-25,20.0,0,1,0,0,1,2,0,0,1,1,0,0,14.8,0,1,0,0,2,4,1,1,0,1,0,1
Ahmet Jonovic,Bradley,2024-25,92.48,42,70,0,0,22,28,18,7,11,23,55,28,117.57,25,47,0,0,19,29,11,1,13,21,48,10
Ahmir Langlais,Tennessee State,2024-25,37.0,31,55,0,0,4,14,8,5,5,24,35,15,46.8,20,32,0,0,5,15,4,2,6,8,30,11
Ahmir Ruffin,Defiance,2024-25,20.0,0,0,0,0,0,0,1,0,0,0,1,0,14.68,0,1,0,0,0,0,0,0,0,0,0,0
Ahron Ulis,Nebraska,2024-25,89.23,14,42,4,13,6,11,27,9,0,9,16,11,41.38,8,31,1,10,2,7,19,6,0,3,13,5
Aidan Burke,UC San Diego,2024-25,76.17,22,52,15,43,3,4,6,9,0,4,10,1,54.43,21,44,17,39,0,0,7,2,0,7,10,3
Aidan Burns,Missouri S&T,2024-25,20.0,2,7,2,4,0,0,1,0,1,0,3,1,17.42,1,1,1,1,2,2,1,0,0,0,1,2
Aidan Callahan,WPI,2024-25,20.0,3,3,0,0,3,4,0,0,0,1,1,2,14.65,0,6,0,4,0,0,1,1,0,0,3,0
