player_name,team,season,h1_min,h1_FGM,h1_FGA,h1_3PM,h1_3PA,h1_FTM,h1_FTA,h1_AST,h1_STL,h1_BLK,h1_ORB,h1_DRB,h1_TO,h2_min,h2_FGM,h2_FGA,h2_3PM,h2_3PA,h2_FTM,h2_FTA,h2_AST,h2_STL,h2_BLK,h2_ORB,h2_DRB,h2_TO
A.J. Taylor,Grambling,2021-22,20.0,23,70,10,28,7,9,0,2,10,12,34,9,14.98,29,57,6,17,8,10,0,0,8,18,28,12
A.J. Walker,Air Force,2021-22,20.0,81,167,30,72,12,17,0,13,0,5,36,26,20.0,60,143,18,58,45,59,0,9,1,3,22,18
AD Diedhiou,UAB,2021-22,20.0,0,1,0,0,0,0,0,0,0,0,0,0,17.38,1,1,0,0,0,0,0,1,0,1,1,0
AJ Allenspach,Army,2021-22,0.0,5,12,0,0,1,4,3,0,2,8,8,4,14.93,2,9,0,1,4,10,1,2,2,9,8,4
AJ Bramah,Nevada,2021-22,20.0,8,17,1,2,5,6,3,2,0,6,11,4,18.65,9,15,0,0,3,3,2,0,0,2,7,2
AJ Braun,Wright State,2021-22,20.0,42,73,0,2,17,32,5,2,6,17,35,16,20.0,19,44,0,0,9,14,7,2,4,22,9,11
AJ Burgin,Idaho State,2021-22,0.0,15,53,10,36,3,4,10,1,1,8,18,11,17.73,15,44,9,31,6,7,6,8,0,9,9,3
AJ Caldwell,Chattanooga,2021-22,20.0,0,0,0,0,0,0,33,0,0,0,0,0,20.0,0,0,0,0,0,0,36,0,0,0,0,0
AJ Clark,UTSA,2021-22,20.0,2,2,0,0,0,0,3,0,0,0,2,2,14.93,0,1,0,1,0,0,2,0,0,0,0,1
AJ Clayton,Ohio,2021-22,20.0,15,43,11,35,2,4,6,2,3,11,18,6,19.08,16,37,10,25,1,2,3,2,6,9,18,2
AJ Edu,Toledo,2021-22,0.0,0,0,0,0,0,2,0,1,0,0,1,1,14.82,0,0,0,0,1,2,0,0,0,0,0,0
AJ Green,Northern Iowa,2021-22,20.0,79,185,48,114,40,44,30,12,0,1,57,27,20.0,82,208,36,112,86,95,40,10,1,4,48,37
AJ Griffin,Duke,2021-22,0.0,43,88,21,48,9,11,9,5,7,6,38,7,14.7,22,52,14,36,12,13,8,3,5,3,26,4
AJ Hall,,2021-22,7.67,2,4,2,4,0,0,0,0,0,0,3,0,0.0,0,3,0,3,0,0,0,0,0,0,4,1
AJ Hamrick,Charleston Southern,2021-22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,0,0,0,0,0,0,1,0,0,0,0,0
AJ Hassell,Fisk,2021-22,20.0,0,3,0,2,0,0,0,0,0,0,0,2,14.67,1,5,0,1,0,0,0,0,0,0,1,1
AJ Hoggard,Michigan State,2021-22,20.0,0,0,0,0,0,0,37,0,0,0,0,0,14.78,0,0,0,0,0,0,26,0,0,0,0,0
AJ Labriola,St. Francis (PA),2021-22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.87,0,0,0,0,0,0,1,0,0,0,0,0
AJ Lawson,Texas Southern,2021-22,20.0,40,97,10,35,5,12,26,6,2,10,34,24,16.38,26,70,4,20,19,34,13,8,6,17,34,30
AJ McGinnis,Cincinnati,2021-22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,1,0,0,0,0,0
AJ Neal,Long Beach State,2021-22,20.0,2,11,1,8,0,0,2,1,0,1,3,4,14.92,2,6,1,4,2,4,0,0,0,0,0,1
AJ Oliver II,Old Dominion,2021-22,20.0,0,0,0,0,0,0,19,0,0,0,0,0,14.83,0,0,0,0,0,0,10,0,0,0,0,0
AJ Rainey,LSU Alexandria,2021-22,20.0,0,0,0,0,0,0,1,0,0,0,0,0,20.0,0,0,0,0,0,0,3,0,0,0,0,0
AJ Reeves,Providence,2021-22,20.0,0,0,0,0,0,0,22,0,0,0,0,0,20.0,0,0,0,0,0,0,10,0,0,0,0,0
AJ Sharp,Carlow University,2021-22,20.0,2,6,0,1,0,0,0,1,0,0,1,8,14.77,0,1,0,0,0,0,4,0,0,0,1,3
AJ Staton-McCray,Samford,2021-22,20.0,0,0,0,0,0,0,2,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0
AJ Stredic,Arkansas-Pine Bluff,2021-22,20.0,7,13,0,1,2,7,7,1,1,10,20,6,16.55,4,5,0,0,1,5,3,3,0,4,11,5
AJ Taylor,Grambling,2021-22,0.0,0,0,0,0,0,0,4,0,0,0,0,0,14.85,0,0,0,0,0,0,2,0,0,0,0,0
AJ Walker,Air Force,2021-22,0.0,0,0,0,0,0,0,23,0,0,0,0,0,20.0,0,0,0,0,0,0,20,0,0,0,0,0
AJ Wilson,South Carolina,2021-22,20.0,14,34,1,7,4,5,7,6,9,20,23,8,19.85,12,22,2,3,8,14,4,6,10,15,8,3
Aanen Moody,Southern Utah,2021-22,20.0,31,72,22,58,8,8,16,4,0,4,34,9,14.93,31,63,23,48,12,13,8,6,0,4,21,6
Aaron Bokol,,2021-22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0
Aaron Cash,Texas A&M,2021-22,10.0,14,32,0,1,4,4,4,6,4,21,19,3,20.0,21,32,0,1,4,11,5,9,11,27,32,3
Aaron Clarke,Sacred Heart,2021-22,19.07,53,144,18,70,25,28,44,4,0,2,17,31,20.0,74,156,23,60,71,83,55,8,0,7,16,28
Aaron Cook,Georgia,2021-22,20.0,54,146,13,48,9,17,88,25,1,5,42,48,20.0,65,161,18,61,42,57,71,15,6,2,31,44
Aaron Cooley,Brown,2021-22,20.0,9,21,2,12,2,4,3,0,3,8,8,4,14.93,9,18,0,2,1,2,1,4,2,4,6,5
Aaron Cotterel,Medgar Evers,2021-22,0.0,0,1,0,0,0,0,0,0,0,0,0,0,14.95,2,6,1,3,1,2,0,1,0,4,0,0
Aaron Darab,Mount St. Vincent,2021-22,20.0,3,9,1,3,0,0,2,1,0,0,3,1,14.75,2,4,1,2,2,2,1,0,0,0,3,3
Aaron Davis,Buffalo State,2021-22,20.0,2,11,1,5,0,0,4,1,0,1,2,2,14.33,3,6,3,5,0,0,2,0,0,0,0,1
Aaron Deloney,Vermont,2021-22,20.0,48,86,20,42,20,23,14,8,1,2,12,8,19.37,25,64,11,36,20,28,17,5,1,4,17,8
Aaron Duhart,Army,2021-22,20.0,46,101,10,39,11,12,55,15,0,6,40,32,14.8,31,76,16,40,24,29,45,16,1,5,41,23
Aaron Estrada,Hofstra,2021-22,19.38,109,238,25,95,18,19,73,23,4,10,87,44,20.0,115,237,33,89,53,57,83,27,2,6,76,40
Aaron Fiegen,South Dakota State,2021-22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,0,1,0,0,0,0,0,1,0,0,2,0
Aaron Galindo,Barclay College,2021-22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.87,0,1,0,1,0,0,0,0,0,0,0,0
Aaron Hill,Barclay College,2021-22,20.0,1,1,0,0,0,0,0,0,0,0,0,2,14.87,0,2,0,1,0,0,0,0,0,0,1,1
Aaron Hobbs,St Elizabeth,2021-22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.92,0,1,0,0,0,0,0,0,1,0,0,1
Aaron James,Chowan,2021-22,20.0,0,1,0,1,0,0,0,0,0,0,0,0,14.83,1,4,0,3,2,2,0,0,0,0,0,0
Aaron Johnson,Little Rock,2021-22,20.0,1,4,0,1,0,1,1,1,0,1,0,0,20.0,0,6,0,3,1,2,1,2,0,1,0,0
Aaron Murphy,UC Davis,2021-22,20.0,11,22,0,0,6,10,3,3,3,14,24,8,20.0,7,13,0,1,6,12,0,2,0,10,15,1
Aaron Music,Kentucky Christian,2021-22,20.0,3,7,2,3,0,0,1,3,0,2,10,5,15.55,2,3,1,1,0,0,2,3,0,3,3,5
Aaron Nettles,Seattle U,2021-22,20.0,0,1,0,1,0,0,0,0,0,0,0,1,20.0,1,1,1,1,0,0,1,1,0,0,0,0
Aaron Oates,Bridgewater College (VA),2021-22,20.0,2,3,1,1,4,4,1,3,0,1,2,0,17.97,0,3,0,0,1,2,0,0,0,0,2,1
Aaron Palmer,Piedmont,2021-22,20.0,1,3,0,1,0,0,1,0,0,1,2,1,14.95,1,4,0,1,0,0,0,0,0,0,1,1
Aaron Patterson,Bethesda University,2021-22,20.0,0,4,0,2,0,0,0,1,0,2,0,1,14.9,1,4,0,1,0,0,0,0,0,0,2,0
Aaron Ramos,McMurry,2021-22,20.0,0,0,0,0,0,0,1,0,0,0,1,2,14.95,0,0,0,0,0,0,2,0,0,0,0,0
Aaron Reddish,Albany,2021-22,20.0,12,41,3,14,9,14,5,5,0,9,14,12,20.0,10,26,5,14,3,5,3,2,2,2,15,9
Aaron Ridley,Cumberland University (TN),2021-22,20.0,3,6,1,2,2,2,0,1,0,0,2,2,14.95,0,3,0,1,0,0,0,0,0,0,1,1
Aaron Scott,North Texas,2021-22,20.0,20,42,5,14,13,21,7,5,8,22,36,9,16.08,18,37,1,8,11,20,6,7,6,24,27,7
Aaron Smith,Brescia University,2021-22,20.0,1,2,1,2,0,0,1,0,0,0,0,2,14.92,1,1,1,1,0,0,2,0,0,0,2,1
Aaron Thompson,Butler,2021-22,20.0,56,116,5,20,9,18,68,25,5,2,41,40,17.8,44,91,2,7,32,50,44,14,6,6,30,30
Aaron Udell,Brewton-Parker,2021-22,20.0,0,3,0,1,1,2,0,0,0,0,2,0,14.62,0,1,0,1,0,0,0,0,0,0,0,0
Aaron Ursin,Millsaps,2021-22,20.0,1,2,0,0,0,0,0,0,0,1,1,3,14.87,0,2,0,0,0,0,0,0,0,0,1,1
Aaron Wagner,Spurgeon College,2021-22,20.0,0,1,0,0,0,0,1,1,0,0,0,3,14.92,0,4,0,1,0,0,0,0,0,0,1,0
Aaron Wheeler,St. John's,2021-22,20.0,53,107,21,46,15,24,25,9,10,14,51,20,14.98,62,130,20,60,18,28,19,8,20,14,60,17
Aaron Whitmore,Tennessee Southern,2021-22,20.0,0,1,0,0,0,0,0,0,1,0,1,0,20.0,0,1,0,0,0,0,2,0,1,0,1,1
Aaryn Rai,Dartmouth,2021-22,20.0,48,123,7,30,10,12,24,16,3,15,58,32,17.92,64,132,9,32,30,39,20,11,11,26,71,15
Abayomi Iyiola,Hofstra,2021-22,16.83,44,72,0,1,19,28,9,11,8,43,58,8,20.0,43,65,0,0,13,14,5,10,9,40,57,9
Abba Lawal,Alabama A&M,2021-22,20.0,2,6,0,0,0,0,0,1,2,6,8,6,17.97,1,3,0,0,2,2,1,0,3,4,4,0
Abdou Ndiaye,Illinois State,2021-22,20.0,8,15,1,5,4,7,5,5,6,9,12,6,20.0,7,18,0,4,4,8,2,3,12,8,16,2
Abdou Tsimbila,Fordham,2021-22,20.0,17,44,0,0,9,11,1,3,11,34,35,14,20.0,15,32,0,0,4,7,0,2,12,19,19,4
Abdoul Karim Coulibaly,St. Bonaventure,2021-22,20.0,23,54,1,1,7,10,5,4,6,14,17,9,14.87,20,36,0,2,6,11,2,4,5,8,6,3
Abdoulaye Thiam,Minnesota,2021-22,20.0,2,10,0,3,0,0,2,1,0,1,2,3,14.88,1,1,0,0,2,2,0,0,0,0,0,1
Abdul Abdullah,Westcliff,2021-22,20.0,1,5,0,0,0,0,1,1,0,1,6,6,14.98,3,3,0,0,1,2,0,0,0,1,2,1
Abdul Ado,Cincinnati,2021-22,20.0,15,31,0,0,8,20,9,17,19,32,49,18,17.4,14,23,0,0,8,20,10,15,29,22,41,7
Abdul Bah,Rocky Mountain,2021-22,20.0,2,8,0,1,0,0,2,0,0,0,2,0,14.95,2,8,1,1,1,1,0,0,0,0,1,1
Abdul Mohamed,Montana State,2021-22,18.85,52,119,22,46,21,26,32,18,6,19,93,32,20.0,34,71,10,25,35,50,24,12,7,24,81,27
Abdul Momoh,Central Connecticut,2021-22,20.0,2,6,0,0,0,1,0,0,0,1,3,1,20.0,4,5,0,0,2,3,0,0,1,1,4,1
Abdul Wurie,Oakland City,2021-22,20.0,2,7,0,0,0,0,1,0,3,2,1,1,20.0,3,6,0,0,1,1,0,0,1,0,1,2
Abdullah Nieskens,Kean,2021-22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.95,1,1,1,1,0,0,0,0,0,0,0,0
Abdullah Roberts,UTSA,2021-22,20.0,0,0,0,0,0,0,1,0,0,0,0,2,14.93,0,2,0,2,0,0,1,0,0,1,0,1
Abe Johnson,Army,2021-22,0.0,1,3,0,0,4,8,0,1,1,5,8,1,14.8,7,12,1,1,1,7,2,0,2,9,9,5
Abe Kinrade,Air Force,2021-22,20.0,0,1,0,1,0,0,0,0,0,0,2,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0
Abilene Christian,,2021-22,0.0,0,0,0,0,0,0,0,0,0,43,22,10,0.0,0,0,0,0,0,0,0,0,0,44,20,6
Abou Ousmane,North Texas,2021-22,20.0,57,103,0,0,25,45,9,7,11,28,61,22,16.08,46,105,0,0,27,49,7,7,15,33,54,15
Aboubacar Traore,Long Beach State,2021-22,15.0,41,76,0,0,23,36,23,10,20,41,67,20,20.0,64,95,0,1,26,49,19,15,21,52,88,24
Abu Kigab,Boise State,2021-22,20.0,85,172,16,52,37,61,44,24,5,13,88,36,17.75,90,177,15,50,89,125,40,19,10,16,77,37
Academy of Art University,,2021-22,0.0,0,0,0,0,0,0,0,0,0,1,2,0,0.0,0,0,0,0,0,0,0,0,0,0,3,0
Acton Shirley,San Diego Christian,2021-22,20.0,0,2,0,0,1,2,1,0,0,0,1,2,14.92,0,1,0,0,2,2,0,0,0,0,0,0
Adam Anhold,Western Illinois,2021-22,0.0,0,1,0,0,0,0,0,0,0,0,1,0,14.78,3,7,0,1,2,5,2,0,1,2,2,4
Adam Bulwa,North Park,2021-22,20.0,1,2,0,0,0,0,0,0,0,2,2,0,20.0,2,2,0,0,2,4,0,0,0,3,4,2
Adam Cisse,Manhattan,2021-22,20.0,1,1,0,0,0,0,0,0,0,0,1,0,14.98,2,3,0,0,0,0,0,1,0,0,1,1
Adam Damian,George Fox,2021-22,20.0,2,5,0,0,0,1,2,1,0,1,0,2,19.23,2,5,2,2,1,3,0,0,0,1,1,2
Adam Flagler,Baylor,2021-22,20.0,74,178,32,96,17,22,48,19,1,9,20,28,14.75,78,165,42,93,21,30,42,14,2,10,29,25
Adam Graham,Milligan,2021-22,20.0,2,3,1,2,0,2,1,3,0,1,5,1,15.47,5,12,2,8,0,0,1,0,0,0,1,3
Adam Kunkel,Xavier,2021-22,0.0,47,116,28,70,13,15,24,14,1,2,30,11,20.0,30,85,14,49,16,21,19,6,0,2,19,8
Adam Orr,Menlo,2021-22,20.0,1,2,1,2,0,0,0,0,0,0,1,1,17.83,2,3,2,3,0,0,0,0,0,0,2,0
Adam Price,Quincy,2021-22,20.0,1,1,1,1,1,2,0,0,0,0,1,0,14.98,1,2,0,1,0,0,0,0,0,0,0,0
Adam Razzaboni,Rivier,2021-22,20.0,0,1,0,0,0,0,0,0,0,0,0,0,14.67,1,1,1,1,2,2,0,0,0,0,1,0
Adam Scott,Point Park,2021-22,20.0,2,7,1,3,0,4,3,0,0,4,3,2,14.9,5,7,0,0,0,2,0,0,0,3,3,3
Adam Seiko,San Diego State,2021-22,20.0,33,75,25,58,5,5,17,6,0,5,23,8,18.6,14,41,12,33,10,17,10,9,0,2,26,14
Adam Thistlewood,Colorado State,2021-22,20.0,11,27,8,23,3,5,6,2,1,1,20,3,14.8,9,23,2,14,0,0,9,3,0,5,15,3
Adam Vasquez,Life Pacific,2021-22,20.0,4,9,2,6,0,0,1,0,0,0,4,1,14.85,1,3,0,1,1,2,5,0,0,1,2,3
Adama Bal,Arizona,2021-22,0.0,6,8,3,4,0,0,1,0,0,0,3,2,14.98,2,2,1,1,0,0,2,0,0,0,0,0
Adama Sanogo,UConn,2021-22,20.0,93,176,0,1,18,26,12,9,25,43,74,28,14.83,77,160,0,0,47,69,14,14,25,61,71,38
Adarion Hudson,Tennessee Southern,2021-22,20.0,1,1,0,0,0,1,3,1,0,0,2,3,20.0,8,11,2,2,0,0,3,3,0,0,2,1
Ade Adebayo,UC Davis,2021-22,20.0,15,24,0,7,3,4,10,6,3,6,24,14,20.0,5,14,0,3,2,4,11,5,4,7,16,5
Adefolalrin Adetogun,Maine,2021-22,20.0,20,59,5,19,12,16,18,8,1,7,38,15,14.93,14,42,2,14,19,24,20,13,5,14,24,15
Ademide Badmus,Gardner-Webb,2021-22,20.0,5,11,0,0,2,4,3,3,0,8,7,4,20.0,7,12,0,0,2,4,3,1,0,5,5,2
Adham Eleeda,Bryant,2021-22,20.0,54,152,52,148,18,22,14,12,0,9,69,16,14.97,44,133,41,126,18,21,11,11,1,10,65,21
Adil Lalji,Walla Walla University,2021-22,20.0,0,3,0,2,0,0,0,1,0,0,0,0,14.93,3,3,3,3,0,0,0,0,0,0,0,2
Admir Besovic,Little Rock,2021-22,20.0,10,22,0,0,5,7,6,2,2,9,9,13,20.0,8,20,0,0,3,5,3,2,3,8,10,5
Adofo Thomas,Westcliff,2021-22,20.0,2,5,0,2,0,0,3,0,0,0,1,1,14.98,1,1,0,0,2,4,0,0,0,0,0,1
Adong Makuoi,Northern Illinois,2021-22,20.0,32,65,0,0,17,31,5,7,7,22,31,20,20.0,29,49,0,0,15,26,3,5,5,22,23,17
Adonis Arms,Texas Tech,2021-22,20.0,69,130,20,58,19,29,54,20,5,15,63,38,16.02,40,112,11,42,37,47,47,15,8,18,63,27
Adonis King,Warren Wilson,2021-22,20.0,5,14,0,0,2,2,0,1,2,1,4,2,14.82,3,10,0,1,1,2,1,0,0,2,0,2
Adrian Amaro,Nyack College,2021-22,20.0,0,5,0,2,0,0,0,0,0,0,0,1,14.95,1,4,1,3,0,0,0,1,0,0,1,0
Adrian Baldwin Jr,VCU,2021-22,0.0,0,0,0,0,0,0,57,0,0,0,0,0,20.0,0,0,0,0,0,0,52,0,0,0,0,0
Adrian Baldwin Jr.,VCU,2021-22,20.0,41,98,15,35,9,12,6,32,3,8,36,40,17.72,46,106,14,32,33,43,5,26,2,5,27,29
Adrian Byrd-Jelinek,Academy Of Art University,2021-22,20.0,4,11,1,3,0,0,5,3,0,0,2,0,17.95,4,6,3,4,3,4,0,0,1,0,3,1
Adrian Delph,Appalachian State,2021-22,20.0,94,237,47,130,26,30,37,16,8,8,78,30,20.0,104,236,51,116,48,64,22,18,5,9,82,32
Adrian Dick,Wiley,2021-22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17.33,1,2,0,1,0,0,1,0,0,0,4,2
Adrian Martin,Western Michigan,2021-22,20.0,19,49,13,29,9,12,18,9,0,3,22,15,14.78,11,40,8,26,3,5,11,8,4,1,12,12
Adrian Nelson,Northern Kentucky,2021-22,0.0,43,84,0,1,8,16,5,9,7,48,68,12,14.97,45,63,0,1,19,27,8,10,7,39,59,9
Adrian Price,Colorado College,2021-22,20.0,6,6,0,0,1,4,0,2,1,0,3,3,14.85,2,8,0,0,4,6,0,0,0,0,2,2
Adriel De La Rosa,Johnson & Wales (NC),2021-22,20.0,1,4,0,1,0,0,0,0,0,0,0,0,14.87,0,1,0,0,0,0,0,0,1,0,0,0
Adrien Nunez,Michigan,2021-22,20.0,1,6,1,6,3,5,0,0,0,1,1,1,18.03,0,0,0,0,0,0,0,0,0,0,0,0
Aguek Arop,San Diego State,2021-22,20.0,20,45,1,5,4,7,8,12,2,18,15,14,20.0,17,35,2,4,7,17,4,13,5,20,28,7
Ahamadou Fofana,Canisius,2021-22,20.0,43,119,21,61,11,15,45,17,2,4,50,33,20.0,52,135,18,58,32,44,45,18,1,9,45,28
Aher Uguak,Loyola Chicago,2021-22,20.0,53,103,14,37,12,24,27,10,4,18,48,26,14.98,40,82,10,31,45,56,24,8,5,21,46,20
Ahmad Hamilton,,2021-22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Ahmad Harrison,Fordham,2021-22,20.0,6,20,0,5,3,6,3,2,1,1,7,7,15.5,2,11,0,2,8,10,5,7,1,5,5,5
Ahmad Rand,Oregon State,2021-22,0.0,34,53,5,9,8,9,3,3,13,3,27,15,20.0,28,58,4,12,10,24,5,8,19,12,26,8
Ahmad Young,Whittier,2021-22,20.0,2,12,1,5,1,2,0,1,0,2,1,2,14.98,3,7,2,4,0,0,1,0,0,0,2,0
Ahmard Harvey,Coastal Carolina,2021-22,0.0,1,2,0,0,0,0,0,0,1,1,1,1,14.83,5,7,0,0,0,0,3,1,0,2,2,0
Ahmir Langlais,South Carolina Upstate,2021-22,20.0,21,28,0,0,2,4,6,1,4,9,19,10,14.88,11,27,0,0,1,6,4,2,5,4,15,5
Ahron Ulis,Iowa,2021-22,20.0,15,38,1,1,5,7,31,7,0,9,28,17,14.8,15,46,3,9,23,29,34,10,0,7,19,12
Ahsan Asadullah,Lipscomb,2021-22,20.0,74,145,7,14,15,23,50,10,15,14,86,40,20.0,75,151,2,13,33,56,56,9,9,23,93,33
Ahsante Shivers,Southern,2021-22,15.0,1,4,0,3,0,0,0,0,0,0,4,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0
Aidan Callahan,Worcester Tech,2021-22,20.0,0,2,0,1,0,0,1,1,0,0,1,1,14.83,0,1,0,0,0,0,0,0,1,0,2,0
Aidan Carpenter,Siena,2021-22,20.0,24,67,1,14,11,14,6,8,5,4,5,8,14.87,20,51,3,10,16,20,5,3,1,4,9,8
Aidan Fisch,Pittsburgh,2021-22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,1,2,0,0,0,0,0,0
Aidan Igiehon,Grand Canyon,2021-22,0.0,8,17,0,0,4,10,0,3,5,9,17,13,14.98,11,18,1,1,7,10,0,1,2,9,15,3
Aidan Oliver,Oberlin College,2021-22,20.0,0,1,0,1,0,0,0,0,0,0,0,0,14.97,1,2,1,2,2,2,0,0,0,0,1,0
Aidan Walsh,Hardin-Simmons,2021-22,20.0,1,3,1,2,0,0,0,1,0,0,0,1,14.9,0,1,0,1,0,0,0,0,0,0,0,0
Aiden Grady,Maine-Fort Kent,2021-22,20.0,2,10,0,1,1,2,0,1,0,1,6,1,14.9,2,5,0,0,4,4,2,2,0,0,3,0
Aiden Pashley,Transylvania,2021-22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.87,1,1,0,0,0,0,0,1,0,0,0,1
Aiden Proudfoot,Fredonia State,2021-22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.98,0,4,0,2,2,2,0,0,0,0,0,4
Air Force,,2021-22,0.0,0,0,0,0,0,0,0,0,0,34,23,32,0.0,0,0,0,0,0,0,0,0,0,45,21,24
Airan Lopez,Hastings College,2021-22,0.0,0,0,0,0,0,0,0,0,0,0,1,0,14.93,0,2,0,1,0,0,3,0,0,0,2,0
Aireus Raspberry,Johnson & Wales (RI),2021-22,20.0,1,3,1,2,0,0,0,0,0,0,1,0,14.95,1,2,0,0,0,0,0,0,0,0,0,2
Airion Simmons,Abilene Christian,2021-22,20.0,53,124,9,44,18,26,27,24,8,19,50,24,17.98,72,133,21,44,43,67,26,24,8,29,64,30
Aj Hoynack,High Point,2021-22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.62,0,1,0,0,1,3,0,0,0,0,1,0
Aj Montcreiffe,Penn State-York,2021-22,20.0,1,1,0,0,1,1,0,0,0,1,3,0,14.98,0,1,0,0,0,0,0,0,1,0,1,0
Ajang Aguek,Northern Arizona,2021-22,20.0,8,16,2,4,4,7,3,1,1,2,7,6,14.8,5,13,0,5,8,9,3,0,3,7,13,6
Ajani Kennedy,Cal Poly,2021-22,20.0,2,8,0,6,0,1,1,2,0,1,4,4,14.98,0,6,0,3,0,0,2,1,0,2,0,2
Ajantae Hogan,Peru State College,2021-22,20.0,0,3,0,2,0,0,0,0,0,0,1,1,16.03,2,3,0,0,0,0,0,0,0,0,1,0
Ajare Sanni,UC Santa Barbara,2021-22,20.0,36,101,15,45,23,34,35,12,0,3,20,18,14.75,34,96,13,42,28,30,25,9,0,4,30,12
Ajay Mitchell,UC Santa Barbara,2021-22,20.0,48,95,6,19,25,35,50,6,2,1,30,22,14.75,57,108,8,28,40,53,45,14,4,3,24,23
Ajay Singh,Westmont,2021-22,20.0,2,6,0,0,0,0,0,0,0,1,0,3,14.87,1,2,0,1,0,1,0,0,0,0,2,2
Ajdin Toskic,Dickinson State,2021-22,20.0,0,3,0,3,0,0,0,0,0,0,2,0,14.7,0,1,0,0,0,0,0,0,0,0,0,1
Ajiri Ogemuno-Johnson,Rider,2021-22,20.0,54,98,0,0,13,24,14,6,6,35,83,14,19.2,50,83,0,0,33,63,18,16,3,28,67,17
Akeem Odusipe,Kent State,2021-22,20.0,6,12,0,0,8,16,1,1,4,10,12,7,14.78,4,7,0,0,0,3,1,0,1,3,6,5
Akeem White,LSU Shreveport,2021-22,20.0,2,11,0,2,0,1,1,1,2,1,5,2,14.8,3,8,0,0,2,3,1,1,0,3,3,0
Akil Covington,Presbyterian,2021-22,20.0,1,3,0,0,0,2,0,0,1,0,1,2,14.9,0,0,0,0,0,2,0,0,0,0,0,1
Akili Evans,Sacramento State,2021-22,20.0,3,7,1,4,1,2,1,0,0,0,1,0,14.92,3,8,0,2,2,2,0,1,0,2,1,1
Akok Akok,UConn,2021-22,20.0,19,35,9,18,2,10,4,2,11,12,25,2,14.83,6,18,3,9,3,4,4,2,9,7,21,1
Akol Arop,Omaha,2021-22,20.0,31,70,1,6,12,19,3,8,9,21,53,20,20.0,29,54,0,2,13,19,5,8,8,22,42,13
