player_name,team,season,h1_min,h1_FGM,h1_FGA,h1_3PM,h1_3PA,h1_FTM,h1_FTA,h1_AST,h1_STL,h1_BLK,h1_ORB,h1_DRB,h1_TO,h2_min,h2_FGM,h2_FGA,h2_3PM,h2_3PA,h2_FTM,h2_FTA,h2_AST,h2_STL,h2_BLK,h2_ORB,h2_DRB,h2_TO
Aaron Nkrumah,Worcest St,2023-24,20.0,5,10,2,5,1,1,2,2,1,0,5,2,16.37,4,8,2,5,2,3,1,0,0,2,4,1
Aaron Oates,Bridgewater VA,2023-24,20.0,5,13,2,4,2,2,3,3,2,0,4,0,14.6,0,2,0,0,3,4,1,2,0,3,2,2
Aaron Pizana,Sam Houston,2023-24,20.0,0,3,0,1,2,2,0,1,0,0,0,0,14.65,1,3,0,1,0,0,0,0,0,1,0,1
Aaron Price Jr,Cal Poly,2023-24,20.0,0,0,0,0,0,0,10,0,0,0,0,0,17.57,0,0,0,0,0,0,4,0,0,0,0,0
Aaron Price Jr.,Cal Poly,2023-24,20.0,26,58,2,15,10,16,0,3,4,15,32,20,17.58,17,44,1,9,7,15,0,4,2,13,17,8
Aaron Reddish,UAlbany,2023-24,20.0,39,104,11,48,14,23,8,15,11,7,44,18,14.5,44,95,12,28,29,38,10,12,11,14,42,11
Aaron Sanchez,Elms College,2023-24,20.0,0,3,0,0,0,0,0,2,0,0,0,1,14.4,0,1,0,0,0,0,0,0,0,0,0,0
Aaron Scott,North Texas,2023-24,17.32,78,167,27,66,26,35,32,17,19,33,69,21,19.82,58,156,17,53,28,34,28,21,25,24,62,28
Aaron Tabarez,,2023-24,0.33,1,2,0,0,0,1,2,0,0,0,0,0,0.0,0,3,0,2,0,0,0,0,0,0,2,1
Aaron Talbert,St Francis PA,2023-24,20.0,36,101,16,50,11,13,27,7,3,4,29,25,14.67,49,109,20,44,18,33,33,13,0,5,23,26
Aaron Tims,S Wesleyan,2023-24,20.0,3,4,1,1,0,0,1,0,1,0,0,0,17.4,0,3,0,1,0,0,0,0,0,0,2,1
Aaron Ursin,Millsaps,2023-24,20.0,4,6,0,0,0,0,1,0,2,1,4,0,14.85,1,3,0,1,0,0,0,0,1,0,1,2
Aaryn Anderson,UL Monroe,2023-24,20.0,4,16,0,5,5,10,4,6,1,3,6,8,14.42,2,16,0,4,4,6,5,3,0,2,1,5
Aaryn Medina,,2023-24,6.82,1,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ababacar Thiam,William Peace,2023-24,0.0,0,0,0,0,0,0,0,0,0,0,1,0,14.98,1,2,0,0,0,0,0,0,0,0,2,1
Abdel-Majid Gory,,2023-24,4.22,0,3,0,0,0,0,0,0,1,2,1,2,0.0,1,2,0,1,1,2,0,0,1,1,1,0
Abdi Bashir Jr,Monmouth,2023-24,20.0,0,0,0,0,0,0,4,0,0,0,0,0,19.4,0,0,0,0,0,0,6,0,0,0,0,0
Abdi Bashir Jr.,Monmouth,2023-24,20.0,40,123,26,75,4,6,0,5,0,4,16,13,19.8,34,74,23,52,2,2,0,2,0,0,9,14
Abdou Samb,IUPUI,2023-24,20.0,36,58,0,0,16,22,3,5,8,23,27,19,19.4,33,58,0,0,17,27,3,7,8,16,23,15
Abdou Samb made Jumper. Assisted by Kidtrell,,2023-24,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Abdou Samb made Layup. Assisted by Kidtrell,,2023-24,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
Abdou Tsimbila,Fordham,2023-24,18.57,19,54,0,0,12,20,5,7,29,29,48,21,19.83,59,90,0,1,40,51,2,5,36,47,48,9
Abdoul Karim Coulibaly,UMass Lowell,2023-24,20.0,21,37,1,1,7,12,2,4,5,7,21,4,14.38,15,24,1,2,4,4,1,3,2,4,13,5
Abdoulaye Thiam,High Point,2023-24,20.0,81,205,29,92,40,48,22,14,0,15,48,26,14.68,70,144,30,71,43,52,10,8,0,10,43,28
Abdul Momoh,C Connecticut,2023-24,20.0,27,48,1,1,6,27,5,4,16,30,32,10,17.98,27,37,0,0,10,17,4,2,9,25,24,6
Abdul Shanunu,Felician,2023-24,20.0,8,11,3,5,0,0,1,0,0,1,2,0,19.67,0,2,0,1,0,0,0,0,0,0,0,0
Abdul Wurie,Appalachian St,2023-24,20.0,0,4,0,0,1,2,0,0,2,0,2,2,14.43,2,3,0,1,0,0,0,0,0,0,1,1
Abdullah Olajuwon,Detroit Mercy,2023-24,0.0,11,29,0,3,4,5,1,12,5,7,21,9,14.87,10,16,0,3,1,2,7,4,6,11,15,12
Abe Johnson,Army,2023-24,20.0,43,77,0,0,14,28,13,9,17,28,56,12,17.6,31,66,0,0,17,32,17,10,14,38,66,13
Abe Loguerre,Purdue FW,2023-24,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.97,0,4,0,1,0,0,0,1,0,0,1,1
Abel Hutchinson,SD Tech,2023-24,20.0,3,4,1,2,0,0,0,0,0,1,0,0,17.67,0,1,0,0,0,0,0,0,0,0,1,2
Abilene Christian,,2023-24,0.0,0,0,0,0,0,0,0,0,0,46,27,5,0.0,0,0,0,0,0,0,0,0,0,63,24,4
Abou Ousmane,Xavier,2023-24,20.0,55,136,1,2,13,31,32,10,23,50,76,32,18.85,44,77,0,2,14,29,12,14,18,45,46,20
Aboubacar Traore,Long Beach St,2023-24,20.0,61,127,1,17,43,60,75,25,20,34,77,37,19.7,82,151,1,6,85,133,78,27,28,61,118,53
Abramo Canka,Wake Forest,2023-24,20.0,1,5,0,3,0,0,0,0,0,2,0,2,17.67,0,0,0,0,0,0,0,0,0,0,0,0
Ace Baldwin Jr,Penn State,2023-24,20.0,0,0,0,0,0,0,85,0,0,0,0,0,14.62,0,0,0,0,0,0,92,0,0,0,0,0
Ace Baldwin Jr.,Penn State,2023-24,20.0,67,184,19,69,54,68,6,44,7,7,35,40,14.62,76,181,29,73,66,79,6,42,3,11,30,46
Ace Valentine,UMBC,2023-24,20.0,33,84,6,17,10,14,36,15,1,8,48,26,19.75,39,80,11,32,16,23,46,15,0,9,51,20
Achile Spadone,Davidson,2023-24,20.0,11,39,6,22,9,11,7,6,1,4,18,6,17.85,11,30,7,17,10,15,11,3,0,4,11,7
Achor Achor,Samford,2023-24,20.0,91,169,16,39,36,50,20,17,27,39,67,39,14.75,93,145,9,19,83,116,27,10,30,31,58,22
Adam Cisse,Maine,2023-24,20.0,17,41,0,0,14,18,7,5,23,15,40,15,17.43,23,42,0,0,6,17,12,9,19,20,43,12
Adam Clark,Merrimack,2023-24,20.0,77,171,3,23,18,25,70,51,0,15,21,35,18.27,83,177,2,17,66,87,56,26,2,12,35,42
Adam Claybourne,Carolina,2023-24,20.0,4,11,0,5,2,2,1,1,0,1,2,3,14.73,2,6,1,3,3,3,1,1,0,2,2,3
Adam Hamilton,Lamar,2023-24,20.0,67,110,0,0,25,39,29,9,14,42,58,23,14.57,60,118,0,0,24,36,24,6,16,33,55,22
Adam Harakow,Lake Superior,2023-24,20.0,0,2,0,2,0,0,0,0,1,0,0,1,18.35,0,0,0,0,0,0,0,0,0,0,1,0
Adam Hess,NJIT,2023-24,20.0,49,117,32,83,11,15,12,12,1,10,47,8,14.87,35,100,23,64,21,26,7,11,0,11,27,13
Adam Larson,SE Missouri,2023-24,20.0,41,92,29,71,15,22,9,8,6,5,28,5,14.83,25,65,19,50,15,24,8,3,3,9,26,10
Adam Miller,Arizona St,2023-24,20.0,48,111,22,61,27,35,14,8,0,2,31,17,17.22,39,108,15,59,35,41,22,11,2,3,37,17
Adam Moussa,Tarleton St,2023-24,20.0,22,56,4,19,0,1,24,10,4,1,18,11,14.78,16,42,5,17,15,17,36,10,3,1,16,14
Adam Orr,E Oregon,2023-24,20.0,0,5,0,5,0,0,0,0,0,0,0,0,14.78,2,4,1,2,0,0,0,0,0,0,0,0
Adam Tsang Hinton,Cornell,2023-24,20.0,2,8,2,8,0,0,2,1,2,1,4,1,14.83,3,8,0,3,3,5,1,2,0,1,2,2
Adama Bal,Santa Clara,2023-24,20.0,57,153,23,71,36,45,48,7,5,8,52,40,19.8,79,160,29,71,63,76,46,19,1,4,31,28
Adams State,,2023-24,0.0,0,0,0,0,0,0,0,0,0,3,2,1,0.0,0,0,0,0,0,0,0,0,0,7,0,1
Adante' Holiman,UTSA,2023-24,19.07,19,65,9,42,9,14,16,7,0,0,18,13,19.73,19,61,15,39,13,16,19,4,1,1,11,7
Adarius Oliver,MGAST,2023-24,20.0,1,4,0,0,0,0,1,0,0,0,2,0,14.7,0,4,0,2,1,2,0,0,2,0,1,1
Aday Mara,UCLA,2023-24,20.0,20,51,0,0,8,14,9,2,13,10,24,8,14.67,17,32,0,0,13,16,6,0,7,6,14,9
Addison Culver,McNeese,2023-24,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.95,0,1,0,0,0,0,1,1,0,1,0,0
Addison Phifer,Elms College,2023-24,20.0,0,3,0,1,0,0,0,1,1,1,0,0,14.4,0,1,0,1,0,0,0,0,0,0,1,0
Ade Adebayo,UC Davis,2023-24,20.0,15,44,2,12,11,20,16,15,8,10,21,17,19.78,20,32,2,5,13,16,20,8,3,13,33,15
Adedayo Laditan-Adeibiyi,,2023-24,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Adel Mellak,Tarleton St,2023-24,20.0,1,2,0,0,1,2,0,1,0,1,0,0,14.5,2,2,0,0,0,0,0,0,0,1,0,0
Adem Bona,UCLA,2023-24,20.0,76,135,0,2,45,56,20,21,30,35,66,44,14.67,68,114,0,0,55,86,20,16,26,30,57,37
Ademide Badmus,Gardner-Webb,2023-24,20.0,30,66,0,0,9,26,12,8,4,29,31,19,14.33,42,75,0,0,23,56,9,3,5,40,43,17
Aden Henderson,Champ Christian,2023-24,0.0,0,1,0,0,0,0,0,0,0,0,0,0,14.95,1,5,1,3,0,0,1,1,0,0,2,3
Aden Holloway,Auburn,2023-24,20.0,45,145,29,100,19,27,53,12,1,4,25,17,20.0,33,107,20,68,19,22,36,4,0,5,14,13
Aden Nolet,Occidental,2023-24,0.0,0,0,0,0,0,0,0,0,0,0,0,2,14.97,2,4,0,1,0,0,0,1,0,1,1,0
Aden Slone,Asbury,2023-24,20.0,0,1,0,1,0,0,1,0,0,0,2,1,14.63,0,1,0,0,0,0,0,0,0,0,1,1
Adeola Seun,CENTRALCHR,2023-24,0.0,2,6,0,0,0,0,0,2,2,3,4,1,14.75,1,3,0,0,3,4,0,0,4,1,2,3
Adesoji Tiamiyu,Le Moyne,2023-24,20.0,2,4,0,0,0,0,0,0,0,1,1,1,14.77,0,1,0,0,0,0,1,0,0,4,1,3
Adewale Ohonme,,2023-24,8.93,0,1,0,1,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Adin Johnson,Mississippi Un,2023-24,20.0,0,1,0,1,0,1,1,1,0,0,2,1,17.68,1,3,1,3,1,2,1,2,0,0,1,1
Adofo Thomas,,2023-24,1.2,1,3,0,0,0,0,1,0,0,0,1,1,0.0,1,3,0,1,0,0,0,1,0,0,0,3
Adonis Caneris,,2023-24,16.82,0,2,0,2,0,0,0,0,0,0,0,0,0.0,1,2,1,1,0,0,0,0,0,1,0,0
Adonis Vashon,Framingham St,2023-24,20.0,2,5,1,3,0,0,0,0,0,0,0,2,14.73,0,4,0,4,3,3,0,0,0,0,0,0
Adonnis Tolbert,Ed Waters,2023-24,20.0,1,3,0,0,0,0,1,0,0,1,0,0,14.42,0,2,0,0,0,0,1,1,0,0,0,0
Ador Athuai,Concordia CA,2023-24,20.0,0,1,0,0,0,0,0,0,0,0,0,0,19.03,1,1,0,0,1,2,0,0,0,0,0,0
Adou Thiero,Kentucky,2023-24,20.0,39,78,5,16,23,26,17,5,14,25,57,7,14.65,24,51,2,6,19,27,10,12,13,12,28,10
Adrame Diongue,San Jos̩ St,2023-24,20.0,20,39,0,0,1,11,10,6,12,17,29,17,19.83,27,40,0,0,9,18,8,5,21,14,29,19
Adrian Bryant,Jarv Chrst,2023-24,20.0,0,4,0,1,0,0,0,0,0,0,0,2,14.57,2,3,0,0,6,7,2,0,0,0,4,0
Adrian Kopec,John Jay Col,2023-24,20.0,2,2,0,0,1,2,0,0,0,0,1,0,14.68,0,3,0,2,0,1,0,2,1,1,1,1
Adrian McIntyre,,2023-24,1.47,2,7,0,2,0,0,0,0,0,0,0,2,0.0,3,8,1,3,0,0,3,1,0,0,0,0
Adrian Myers,Mississippi St,2023-24,0.0,0,1,0,1,0,0,0,1,0,0,1,1,17.92,0,2,0,2,0,0,0,0,0,1,0,2
Adrian Price,,2023-24,5.1,2,5,0,0,2,2,1,1,2,1,4,2,0.0,2,3,0,0,1,2,0,0,0,0,2,0
Adrian Rraci,Mtvincent,2023-24,20.0,5,13,4,11,0,0,0,0,1,0,0,2,14.58,1,3,0,1,1,4,0,0,0,0,2,0
Adrian Samuels,American,2023-24,15.0,3,9,3,5,1,3,1,1,1,1,4,1,19.82,1,4,0,1,0,0,2,0,0,1,2,2
Adrian Uchidiuno,Brown,2023-24,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14.93,2,4,0,2,0,0,1,2,0,0,2,1
Adriel De La Rosa,,2023-24,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13.42,1,1,0,0,0,0,0,0,0,1,0,0
Adrion Wall,Norfolk St,2023-24,20.0,1,4,1,3,0,0,1,1,0,0,0,0,14.65,1,3,1,2,0,0,0,0,0,0,0,0
Adryan Herron,,2023-24,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Aeron Stevens,SW Minn State,2023-24,20.0,3,5,0,2,1,1,0,1,0,0,1,1,14.48,3,4,0,0,1,2,0,0,0,0,0,0
Ahamadou Sillah,RIVIER,2023-24,20.0,1,3,1,3,0,0,0,0,0,0,1,4,14.38,3,6,0,3,0,0,0,0,0,0,1,5
Ahjany Lee,St Thomas (MN),2023-24,20.0,26,50,3,10,12,16,13,4,9,16,31,9,19.67,19,39,4,9,14,19,8,3,7,13,28,4
Ahlante Askew,John Brown,2023-24,20.0,3,6,0,3,0,0,2,0,0,0,0,1,15.23,2,6,2,5,0,0,4,0,0,0,3,5
Ahmad Hamilton,NC A&T,2023-24,0.0,3,4,0,0,0,0,0,0,0,2,2,2,17.83,5,11,0,1,5,7,1,1,0,1,2,2
Ahmad Henderson II,Niagara,2023-24,20.0,68,176,21,67,28,32,25,14,0,3,39,24,19.65,54,152,18,62,46,56,34,8,1,6,28,17
Ahmad Rauf,Bard,2023-24,20.0,0,3,0,3,0,0,0,0,1,0,3,1,14.42,0,2,0,2,0,0,0,0,0,1,1,0
Ahmad Robinson,New Hampshire,2023-24,20.0,59,162,18,56,21,36,81,19,1,9,64,50,19.85,94,214,16,53,99,130,61,26,2,15,51,52
Ahmad Webster,,2023-24,1.78,1,5,0,1,0,2,0,1,0,1,0,2,0.0,2,3,1,1,0,0,0,0,0,0,0,1
Ahmard Harvey,UNC Wilmington,2023-24,0.0,6,9,0,0,0,1,4,2,1,18,16,6,20.0,4,6,0,0,0,2,1,1,2,6,6,4
Ahmarie Simpkins,Morgan St,2023-24,20.0,3,3,0,0,1,2,4,1,0,1,4,5,14.42,5,11,0,1,0,0,2,1,1,3,2,2
